,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,react_time
0,1,0,4261.735,0,110,131,0.6034478694008415,0.39655213059915856,4261.735
1,1,1,3559.258,1,47,50,0.49077210656053394,0.5092278934394661,3559.258
2,1,2,3754.464,1,50,44,0.4908931338839853,0.5091068661160147,3754.4640000000004
3,1,3,2431.751,0,57,50,0.6391251777739192,0.3608748222260808,2431.751
4,1,4,2199.342,0,42,50,0.7022321660287879,0.29776783397121215,2199.342
5,1,5,3269.922,0,108,110,0.6347563512354806,0.3652436487645194,3269.922
6,1,6,6606.698,0,78,80,0.6028312366429327,0.39716876335706736,6606.698
7,1,7,3642.146,1,110,92,0.6007828874099216,0.3992171125900784,3642.1459999999997
8,1,8,5213.48,1,50,48,0.47519507117347376,0.5248049288265263,5213.48
9,1,9,5511.334,1,110,101,0.43661877263466237,0.5633812273653376,5511.334
10,1,10,2007.957,0,46,50,0.6383966597733691,0.3616033402266309,2007.9570000000003
11,1,11,3124.521,1,80,83,0.6420031018200626,0.35799689817993746,3124.5209999999997
12,1,12,1978.076,0,50,56,0.6052353954112017,0.3947646045887982,1978.076
13,1,13,2508.548,1,50,47,0.5867218402810909,0.41327815971890913,2508.548
14,1,14,3907.246,1,110,124,0.47977128173163053,0.5202287182683695,3907.2459999999996
15,1,15,3482.062,1,91,80,0.5790581076473047,0.42094189235269525,3482.062
16,1,16,1823.377,0,64,80,0.62948947901969,0.37051052098031007,1823.3770000000002
17,1,17,5111.944,0,83,80,0.7261024376883046,0.2738975623116954,5111.944
18,1,18,4920.474,0,101,110,0.6949588563954154,0.30504114360458456,4920.474
19,1,19,1869.935,0,56,50,0.6180697052533263,0.3819302947466737,1869.935
20,1,20,1705.811,0,50,42,0.6364362790345135,0.36356372096548645,1705.8110000000001
21,1,21,3083.54,0,110,117,0.736291066055872,0.26370893394412803,3083.54
22,1,22,2474.714,0,77,80,0.6429709458681474,0.3570290541318526,2474.714
23,1,23,2272.349,0,80,91,0.6056323604250726,0.3943676395749274,2272.349
24,1,24,3790.48,0,44,50,0.5654945644879882,0.4345054355120118,3790.48
25,1,25,2046.062,0,50,57,0.6408654693271053,0.3591345306728947,2046.062
26,1,26,3822.251,1,50,46,0.46866694735879505,0.5313330526412049,3822.2509999999997
27,1,27,3347.54,0,110,108,0.6518761411954991,0.348123858804501,3347.54
28,1,28,2252.245,1,133,110,0.5196460762585483,0.48035392374145175,2252.245
29,1,29,2083.424,1,131,110,0.5393131400137664,0.46068685998623354,2083.424
30,1,30,4155.502,1,126,110,0.6705228587104467,0.32947714128955335,4155.502
31,1,31,2550.939,0,110,133,0.6538031910581308,0.3461968089418692,2550.939
32,1,32,5814.551,0,110,126,0.7634743553981836,0.23652564460181635,5814.5509999999995
33,1,33,1428.2879999999998,0,48,50,0.39015825794337844,0.6098417420566217,1428.2879999999996
34,1,34,1743.991,0,80,77,0.6570660429282633,0.3429339570717367,1743.991
35,1,35,2329.644,1,117,110,0.5417879176903854,0.45821208230961463,2329.644
36,1,36,3381.75,1,80,64,0.627425296766271,0.37257470323372904,3381.75
37,1,37,2209.993,0,80,78,0.6890484624686143,0.3109515375313857,2209.993
38,1,38,3602.313,1,124,110,0.47095674454647535,0.5290432554535247,3602.313
39,1,39,2506.099,0,92,110,0.6475312718808137,0.3524687281191862,2506.099
40,1,40,7964.300999999998,1,128,110,0.5398043085573152,0.46019569144268474,7964.3009999999995
41,1,41,1743.8239999999994,0,50,58,0.6466484606492582,0.3533515393507418,1743.8239999999998
42,1,42,2122.334,0,54,50,0.6994311948700396,0.3005688051299605,2122.334
43,1,43,2518.011,1,80,69,0.683489496009505,0.316510503990495,2518.011
44,1,44,2201.475,0,105,110,0.5858134047124292,0.4141865952875709,2201.475
