,subject,trial,rt,choice,item_value_0,item_value_1,gaze_0,gaze_1,RT
1040,9,80,1672.766,1,50,53,0.504761905,0.495238095,1822.766
1041,9,81,1211.748,0,50,40,0.538461538,0.461538462,1199.748
1042,9,82,1422.886,1,80,88,0.36689038,0.63310962,1284.886
1043,9,83,1275.274,0,115,110,0.424852071,0.575147929,1278.274
1044,9,84,1023.782,0,103,110,0.387012987,0.612987013,1530.782
1045,9,85,1566.843,0,90,80,0.474619289,0.525380711,1224.843
1046,9,86,1352.63,0,80,72,0.488425926,0.511574074,1187.63
1047,9,87,1244.595,0,93,80,0.430639324,0.569360676,1247.595
1048,9,88,1387.496,1,80,90,0.39862069,0.60137931,1390.496
1049,9,89,1483.815,0,88,80,0.381489842,0.618510158,1724.815
1050,9,90,1461.872,0,80,70,0.54978355,0.45021645,1436.872
1051,9,91,1572.616,1,80,93,0.392197125,0.607802875,1500.616
1052,9,92,2036.769,1,82,80,0.502024291,0.497975709,1997.769
1053,9,93,1693.051,1,50,41,0.479757085,0.520242915,1588.051
1054,9,94,1715.57,0,96,110,0.44668008,0.55331992,1850.57
1055,9,95,1660.916,1,80,85,0.486891386,0.513108614,1525.916
1056,9,96,1437.479,0,60,50,0.465483235,0.534516765,1590.479
1057,9,97,1768.642,1,41,50,0.483168317,0.516831683,1820.642
1058,9,98,1623.335,0,110,96,0.505175983,0.494824017,1458.335
1059,9,99,1826.331,0,72,80,0.657708628,0.342291372,1789.331
1060,9,100,1082.646,1,49,50,0.445086705,0.554913295,1269.646
1061,9,101,1115.761,1,43,50,0.442934783,0.557065217,1046.761
1062,9,102,1659.308,0,51,50,0.419270833,0.580729167,1607.308
1063,9,103,1612.594,0,112,110,0.478991597,0.521008403,1747.594
1064,9,104,2141.188,1,40,50,0.458947368,0.541052632,2105.188
1065,9,105,1843.804,1,50,51,0.551324503,0.448675497,2088.804
1066,9,106,3760.222,0,85,80,0.571323529,0.428676471,3382.222
1067,9,107,1652.673,1,50,49,0.436229205,0.563770795,1688.673
1068,9,108,1279.538,0,50,43,0.527593819,0.472406181,1341.538
1069,9,109,1342.923,1,80,82,0.474040632,0.525959368,1212.923
1070,9,110,1662.773,0,50,60,0.619863014,0.380136986,1790.773
1071,9,111,2508.084,0,53,50,0.506346968,0.493653032,2520.084
1072,9,112,3754.656,0,122,110,0.599686028,0.400313972,3739.656
1073,9,113,1307.697,1,67,80,0.497757848,0.502242152,1313.697
1074,9,114,1206.212,0,80,67,0.510948905,0.489051095,1222.212
1075,9,115,1185.462,1,70,80,0.2825,0.7175,1333.462
1076,9,116,1392.939,0,110,122,0.406593407,0.593406593,1263.939
1077,9,117,1522.491,0,110,115,0.462053571,0.537946429,1423.491
1078,9,118,3121.925,0,110,112,0.514373717,0.485626283,3211.925
1079,9,119,1837.339,0,110,103,0.641421947,0.358578053,1918.339
1080,10,0,2438.639,1,110,131,0.500691951,0.499308049,2438.639
1081,10,1,1326.879,1,47,50,0.407776222,0.592223778,1326.879
1082,10,2,2008.897,0,50,44,0.640140624,0.359859376,2011.897
1083,10,3,3251.427,0,57,50,0.569378651,0.430621349,3251.427
1084,10,4,2833.729,1,42,50,0.418234606,0.581765394,2835.729
1085,10,5,1694.866,0,108,110,0.559446976,0.440553024,1697.866
1086,10,6,1296.653,0,78,80,0.547223161,0.452776839,1298.653
1087,10,7,1529.774,0,110,92,0.548786205,0.451213795,1529.774
1088,10,8,1082.362,1,50,48,0.399028345,0.600971655,1082.362
1089,10,9,3108.467,0,110,101,0.553908173,0.446091827,3111.467
1090,10,10,4797.563,1,46,50,0.497858272,0.502141728,4800.563
1091,10,11,3431.024,0,80,83,0.511360433,0.488639567,3434.024
1092,10,12,1124.577,1,50,56,0.390015204,0.609984796,1124.577
1093,10,13,4441.454,0,50,47,0.519355315,0.480644685,4441.454
1094,10,14,4632.202,1,110,124,0.450815594,0.549184406,4632.202
1095,10,15,1632.613,0,91,80,0.623152391,0.376847609,1634.613
1096,10,16,4819.272,1,64,80,0.439403977,0.560596023,4819.272
1097,10,17,3039.931,0,83,80,0.530274095,0.469725905,3039.931
1098,10,18,3590.044,1,101,110,0.491064998,0.508935002,3590.044
1099,10,19,2701.356,1,56,50,0.368134414,0.631865586,2701.356
1100,10,20,1980.89,0,50,42,0.640577073,0.359422927,1980.89
1101,10,21,4704.146,1,110,117,0.484990117,0.515009883,4704.146
1102,10,22,2282.415,1,77,80,0.525026827,0.474973173,2282.415
1103,10,23,2126.651,1,80,91,0.506932042,0.493067958,2126.651
1104,10,24,2219.879,1,44,50,0.527111416,0.472888584,2219.879
1105,10,25,1361.906,1,50,57,0.397268863,0.602731137,1361.906
1106,10,26,1211.06,1,50,46,0.472804225,0.527195775,1211.06
1107,10,27,5025.44,0,110,108,0.547903842,0.452096158,5025.44
1108,10,28,1668.819,0,133,110,0.60685846,0.39314154,1668.819
1109,10,29,1902.992,0,131,110,0.651332885,0.348667115,1902.992
1110,10,30,2614.701,0,126,110,0.488930829,0.511069171,2614.701
1111,10,31,2018.169,1,110,133,0.427494937,0.572505063,2021.169
1112,10,32,3067.38,1,110,126,0.497164501,0.502835499,3067.38
1113,10,33,2779.135,1,48,50,0.508474225,0.491525775,2779.135
1114,10,34,2203.819,1,80,77,0.47785787,0.52214213,2203.819
1115,10,35,1712.826,0,117,110,0.646254272,0.353745728,1712.826
1116,10,36,1686.734,0,80,64,0.612956832,0.387043168,1689.734
1117,10,37,1807.809,0,80,78,0.565939864,0.434060136,1810.809
1118,10,38,1473.981,0,124,110,0.593215099,0.406784901,1474.981
1119,10,39,2004.33,1,92,110,0.484225314,0.515774686,2007.33
1120,10,40,1421.857,0,128,110,0.546599974,0.453400026,1421.857
1121,10,41,2683.921,1,50,58,0.406564452,0.593435548,2685.921
1122,10,42,2971.482,0,54,50,0.573563923,0.426436077,2973.482
1123,10,43,3289.845,0,80,69,0.586276638,0.413723362,3291.845
1124,10,44,1787.366,0,105,110,0.612369761,0.387630239,1790.366
1125,10,45,1495.821,0,55,50,0.563657034,0.436342966,1498.821
1126,10,46,1312.34,0,96,80,0.564800584,0.435199416,1314.34
1127,10,47,1617.595,0,80,75,0.619892694,0.380107306,1620.595
1128,10,48,2641.421,1,110,128,0.413484547,0.586515453,2644.421
1129,10,49,3239.75,0,59,50,0.496889646,0.503110354,3241.75
1130,10,50,4830.474,1,110,119,0.336233911,0.663766089,4830.474
1131,10,51,5707.631,0,52,50,0.481110074,0.518889926,5707.631
1132,10,52,3165.677,0,58,50,0.530255136,0.469744864,3167.677
1133,10,53,1835.798,0,119,110,0.531024531,0.468975469,1835.798
1134,10,54,2513.012,1,74,80,0.351047694,0.648952306,2513.012
1135,10,55,1628.718,0,86,80,0.593130779,0.406869221,1876.718
1136,10,56,2175.323,1,66,80,0.465448243,0.534551757,1929.323
1137,10,57,2798.844,1,50,59,0.358704487,0.641295513,2798.844
1138,10,58,1538.526,0,94,110,0.586124399,0.413875601,1541.526
1139,10,59,1389.557,0,110,87,0.582063786,0.417936214,1392.557
1140,10,60,1704.155,1,75,80,0.489990651,0.510009349,1706.155
1141,10,61,2217.502,1,50,45,0.506181327,0.493818673,2217.502
1142,10,62,5787.017,1,89,110,0.52132964,0.47867036,5789.017
1143,10,63,2518.364,1,80,94,0.504365811,0.495634189,2518.364
1144,10,64,4822.179,0,110,98,0.534428553,0.465571447,4824.179
1145,10,65,2906.668,0,94,80,0.549132948,0.450867052,2949.668
1146,10,66,1577.21,0,110,94,0.617488827,0.382511173,1537.21
1147,10,67,2177.234,0,80,66,0.554176295,0.445823705,2180.234
1148,10,68,1134.675,1,50,54,0.428944997,0.571055003,1137.675
1149,10,69,2555.015,1,98,110,0.556476205,0.443523795,2558.015
1150,10,70,3902.862,1,50,52,0.466793138,0.533206862,3902.862
1151,10,71,2540.732,0,110,89,0.418604651,0.581395349,2540.732
1152,10,72,3994.772,1,87,110,0.422411965,0.577588035,3997.772
1153,10,73,6138.929,1,110,105,0.461053954,0.538946046,6138.929
1154,10,74,1443.82,0,80,96,0.567130186,0.432869814,1443.82
1155,10,75,7491.703,0,80,86,0.510854533,0.489145467,7494.703
1156,10,76,2171.036,1,50,55,0.420609691,0.579390309,2173.036
1157,10,77,5706.277,1,80,74,0.395741132,0.604258868,5708.277
1158,10,78,3753.437,1,45,50,0.444037794,0.555962206,3756.437
1159,10,79,1171.933,1,69,80,0.296439405,0.703560595,1173.933
1160,10,80,1227.903,1,50,53,0.405515374,0.594484626,1094.903
1161,10,81,2017.013,0,50,40,0.532512669,0.467487331,2017.013
1162,10,82,2611.379,1,80,88,0.524901294,0.475098706,2614.379
1163,10,83,2512.763,1,115,110,0.509242144,0.490757856,2698.763
1164,10,84,1766.796,1,103,110,0.393472656,0.606527344,1580.796
1165,10,85,1995.841,0,90,80,0.497559876,0.502440124,1995.841
1166,10,86,1143.188,0,80,72,0.622226022,0.377773978,1146.188
1167,10,87,1491.604,1,93,80,0.629272568,0.370727432,1664.604
1168,10,88,2656.389,1,80,90,0.439191132,0.560808868,2486.389
1169,10,89,1688.155,0,88,80,0.584406786,0.415593214,1688.155
1170,10,90,1190.659,0,80,70,0.621332391,0.378667609,1193.659
1171,10,91,2803.53,1,80,93,0.423383079,0.576616921,2803.53
1172,10,92,2437.721,1,82,80,0.389229248,0.610770752,2440.721
1173,10,93,3223.498,0,50,41,0.559589551,0.440410449,3223.498
1174,10,94,2559.688,1,96,110,0.442504121,0.557495879,2562.688
1175,10,95,3473.292,1,80,85,0.437997578,0.562002422,3473.292
1176,10,96,2095.43,0,60,50,0.561159275,0.438840725,2099.43
1177,10,97,3955.994,0,41,50,0.504419557,0.495580443,3958.994
1178,10,98,3932.331,1,110,96,0.478353245,0.521646755,3934.331
1179,10,99,1386.995,1,72,80,0.402589513,0.597410487,1390.995
1180,10,100,2313.741,0,49,50,0.555505195,0.444494805,2313.741
1181,10,101,3087.358,1,43,50,0.378072078,0.621927922,3089.358
1182,10,102,2405.645,0,51,50,0.551199949,0.448800051,2408.645
1183,10,103,5096.262,1,112,110,0.345296026,0.654703974,5096.262
1184,10,104,4183.426,1,40,50,0.517772462,0.482227538,4183.426
1185,10,105,1491.33,0,50,51,0.621234935,0.378765065,1494.33
1186,10,106,1781.244,0,85,80,0.51295899,0.48704101,1784.244
1187,10,107,11001.154,1,50,49,0.39818676,0.60181324,11001.154
1188,10,108,5732.735,0,50,43,0.567684517,0.432315483,5734.735
1189,10,109,4565.044,0,80,82,0.473740778,0.526259222,4565.044
1190,10,110,1287.406,1,50,60,0.370428484,0.629571516,1287.406
1191,10,111,1760.896,0,53,50,0.53228535,0.46771465,1763.896
1192,10,112,6325.959,0,122,110,0.591538055,0.408461945,6325.959
1193,10,113,3826.767,1,67,80,0.456251816,0.543748184,3826.767
1194,10,114,2005.404,0,80,67,0.557331986,0.442668014,2005.404
1195,10,115,1723.492,1,70,80,0.472393092,0.527606908,1723.492
1196,10,116,3657.047,1,110,122,0.491669504,0.508330496,3657.047
1197,10,117,8016.802,0,110,115,0.488962689,0.511037311,8016.802
1198,10,118,2172.586,0,110,112,0.540954478,0.459045522,2172.586
1199,10,119,1299.215,0,110,103,0.573035175,0.426964825,1302.215
1200,11,0,8564.741,1,110,131,0.446266498,0.553733502,8564.741
1201,11,1,13211.21,0,47,50,0.623160206,0.376839794,13211.21
1202,11,2,3541.179,1,50,44,0.463068945,0.536931055,3541.179
1203,11,3,3412.393,0,57,50,0.559333918,0.440666082,3412.393
1204,11,4,4174.505,1,42,50,0.54313434,0.45686566,4174.505
1205,11,5,7675.66,1,108,110,0.396738999,0.603261001,7675.66
1206,11,6,14244.499,0,78,80,0.525596552,0.474403448,14244.499
1207,11,7,5214.058,0,110,92,0.668552036,0.331447964,5454.058
1208,11,8,6897.868,0,50,48,0.568675629,0.431324371,6657.868
1209,11,9,1021.941,0,110,101,0.855855856,0.144144144,1263.941
1210,11,10,13861.923,0,46,50,0.410328467,0.589671533,13619.923
1211,11,11,4414.546,1,80,83,0.512174001,0.487825999,4414.546
1212,11,12,13654.764,1,50,56,0.471828961,0.528171039,13654.764
1213,11,13,3961.79,1,50,47,0.518609447,0.481390553,3961.79
1214,11,14,3624.73,1,110,124,0.554295151,0.445704849,3624.73
1215,11,15,18057.753,0,91,80,0.651175816,0.348824184,18057.753
1216,11,16,2921.995,1,64,80,0.314955277,0.685044723,2921.995
1217,11,17,9394.374,0,83,80,0.355465556,0.644534444,9394.374
1218,11,18,12000.368,1,101,110,0.453255082,0.546744918,12000.368
1219,11,19,5792.883,1,56,50,0.555486988,0.444513012,5792.883
1220,11,20,11095.371,1,50,42,0.640822785,0.359177215,11405.371
1221,11,21,4784.801,0,110,117,0.639766827,0.360233173,4474.801
1222,11,22,1362.363,1,77,80,1,0,1362.363
1223,11,23,7178.638,1,80,91,0.464372719,0.535627281,7178.638
1224,11,24,6065.669,0,44,50,0.745653574,0.254346426,6618.669
1225,11,25,8251.75,1,50,57,0.488015979,0.511984021,8116.75
1226,11,26,2260.191,1,50,46,0.464664087,0.535335913,1842.191
1227,11,27,5917.833,1,110,108,0.657416182,0.342583818,5917.833
1228,11,28,3524.994,0,133,110,0.708947982,0.291052018,3524.994
1229,11,29,16783.433,0,131,110,0.532631233,0.467368767,16783.433
1230,11,30,10903.898,1,126,110,0.298739818,0.701260182,10903.898
1231,11,31,3587.717,1,110,133,0.249168325,0.750831675,3587.717
1232,11,32,7358.152,1,110,126,0.597444089,0.402555911,7723.152
1233,11,33,9287.089,0,48,50,0.535206259,0.464793741,9275.089
1234,11,34,8693.901,0,80,77,0.68209147,0.31790853,8342.901
1235,11,35,4052.565,0,117,110,0.58845122,0.41154878,4052.565
1236,11,36,6860.493,0,80,64,0.625018586,0.374981414,6860.493
1237,11,37,9173.561,0,80,78,0.590342826,0.409657174,9173.561
1238,11,38,15333.791,0,124,110,0.588556244,0.411443756,15333.791
1239,11,39,17237.613,1,92,110,0.330986058,0.669013942,17237.613
1240,11,40,4100.337,0,128,110,0.532940806,0.467059194,4100.337
1241,11,41,4154.866,1,50,58,0.415594934,0.584405066,4154.866
1242,11,42,3758.666,0,54,50,0.537854956,0.462145044,3758.666
1243,11,43,7170.362,0,80,69,0.478865904,0.521134096,7170.362
1244,11,44,13068.882,1,105,110,0.408655434,0.591344566,13068.882
1245,11,45,7234.332,1,55,50,0.412583835,0.587416165,7234.332
1246,11,46,3331.992,0,96,80,0.598955589,0.401044411,3331.992
1247,11,47,9521.081,0,80,75,0.41242442,0.58757558,9521.081
1248,11,48,5705.359,1,110,128,0.624152723,0.375847277,5705.359
1249,11,49,3063.55,0,59,50,0.566443739,0.433556261,3063.55
1250,11,50,2528.952,1,110,119,0.526101477,0.473898523,2528.952
1251,11,51,4839.29,1,52,50,0.463630531,0.536369469,4839.29
1252,11,52,3404.93,0,58,50,0.591057368,0.408942632,3404.93
1253,11,53,4739.408,0,119,110,0.544728172,0.455271828,4739.408
1254,11,54,4685.584,1,74,80,0.29042349,0.70957651,4685.584
1255,11,55,3521.992,0,86,80,0.546279492,0.453720508,3521.992
1256,11,56,5351.809,0,66,80,0.561325781,0.438674219,5351.809
1257,11,57,4520.589,1,50,59,0.492854423,0.507145577,4520.589
1258,11,58,3687.303,1,94,110,0.525294189,0.474705811,3687.303
1259,11,59,7342.482,0,110,87,0.383925997,0.616074003,7342.482
1260,11,60,4831.263,1,75,80,0.475642316,0.524357684,4831.263
1261,11,61,11852.555,1,50,45,0.569322046,0.430677954,11852.555
1262,11,62,14659.758,1,89,110,0.555668832,0.444331168,14659.758
1263,11,63,3897.805,1,80,94,0.514317911,0.485682089,3897.805
1264,11,64,3527.564,1,110,98,0.402984036,0.597015964,3527.564
1265,11,65,2773.033,0,94,80,0.727636179,0.272363821,2773.033
1266,11,66,2300.7,0,110,94,0.692409303,0.307590697,2300.7
1267,11,67,14388.758,0,80,66,0.480186005,0.519813995,14388.758
1268,11,68,2212.062,1,50,54,0.402912102,0.597087898,2212.062
1269,11,69,2736.71,1,98,110,0.507893648,0.492106352,2736.71
1270,11,70,23605.39,1,50,52,0.573909346,0.426090654,23605.39
1271,11,71,2208.33,0,110,89,0.732781015,0.267218985,2208.33
1272,11,72,3031.786,1,87,110,0.510292028,0.489707972,3031.786
1273,11,73,2181.58,0,110,105,0.693475844,0.306524156,2181.58
1274,11,74,2422.26,1,80,96,0.652849741,0.347150259,2656.26
1275,11,75,5657.024,0,80,86,0.703356067,0.296643933,5423.024
1276,11,76,1928.941,1,50,55,0.567304798,0.432695202,1928.941
1277,11,77,5892.906,1,80,74,0.397247647,0.602752353,5892.906
1278,11,78,3976.784,1,45,50,0.320394776,0.679605224,3976.784
1279,11,79,2766.983,1,69,80,0.483836473,0.516163527,2766.983
1280,11,80,2360.284,1,50,53,0.433169793,0.566830207,2360.284
1281,11,81,5328.319,1,50,40,0.432236123,0.567763877,5328.319
1282,11,82,2798.265,1,80,88,0.474169666,0.525830334,2798.265
1283,11,83,16547.093,0,115,110,0.628580667,0.371419333,16547.093
1284,11,84,3215.762,0,103,110,0.52149401,0.47850599,3490.762
1285,11,85,4805.152,0,90,80,0.667422289,0.332577711,4530.152
1286,11,86,3876.601,1,80,72,0.55176539,0.44823461,3876.601
1287,11,87,3662.945,1,93,80,0.369780222,0.630219778,3662.945
1288,11,88,7214.56,1,80,90,0.407080268,0.592919732,7214.56
1289,11,89,2799.691,0,88,80,0.751791887,0.248208113,2799.691
1290,11,90,3203.563,0,80,70,0.781609195,0.218390805,3445.563
1291,11,91,2004.114,1,80,93,0.435840133,0.564159867,1762.114
1292,11,92,6071.469,0,82,80,0.60722612,0.39277388,6071.469
1293,11,93,1447.59,1,50,41,0.469907826,0.530092174,1447.59
1294,11,94,2234.921,1,96,110,0.526075216,0.473924784,2234.921
1295,11,95,3708.76,1,80,85,0.551276983,0.448723017,3708.76
1296,11,96,3523.153,0,60,50,0.635504235,0.364495765,3523.153
1297,11,97,7845.473,0,41,50,0.339732771,0.660267229,7845.473
1298,11,98,5287.708,0,110,96,0.88301062,0.11698938,5287.708
1299,11,99,1772.283,1,72,80,0.487990381,0.512009619,1772.283
1300,11,100,2435.127,0,49,50,0.575567268,0.424432732,2435.127
1301,11,101,1368.463,1,43,50,0.48458584,0.51541416,1368.463
1302,11,102,2530.144,0,51,50,0.780608213,0.219391787,2530.144
1303,11,103,5170.237,0,112,110,0.609788035,0.390211965,5170.237
1304,11,104,14426.898,0,40,50,0.519228375,0.480771625,14426.898
1305,11,105,10303.299,1,50,51,0.464869979,0.535130021,10303.299
1306,11,106,5913.5,1,85,80,0.354881266,0.645118734,7747.5
1307,11,107,8980.201,0,50,49,0.553069157,0.446930843,7146.201
1308,11,108,2652.93,1,50,43,0.524672709,0.475327291,2865.93
1309,11,109,3262.577,1,80,82,0.401812689,0.598187311,3254.577
1310,11,110,9705.507,1,50,60,0.74758425,0.25241575,9500.507
1311,11,111,4653.63,1,53,50,0.205900184,0.794099816,4653.63
1312,11,112,2075.242,0,122,110,0.647266771,0.352733229,2075.242
1313,11,113,1184.873,1,67,80,1,0,1184.873
1314,11,114,10564.16,1,80,67,0.519522283,0.480477717,10564.16
1315,11,115,1824.847,1,70,80,0.327745055,0.672254945,1824.847
1316,11,116,2398.761,0,110,122,0.56850779,0.43149221,2398.761
1317,11,117,4017.863,0,110,115,0.703014237,0.296985763,4017.863
1318,11,118,2069.535,0,110,112,0.505029755,0.494970245,2069.535
1319,11,119,6801.251,1,110,103,0.288223134,0.711776866,6801.251
1320,12,0,5012.381,1,110,131,0.517367459,0.482632541,5519.381
1321,12,1,4646.738,1,47,50,0.475392404,0.524607596,4139.738
1322,12,2,4092.891,1,50,44,0.492023482,0.507976518,4092.891
1323,12,3,2190.67,1,57,50,0.439913793,0.560086207,2190.67
1324,12,4,5622.538,1,42,50,0.180373437,0.819626563,5622.538
1325,12,5,2724.52,0,108,110,0.528663642,0.471336358,2724.52
1326,12,6,2449.388,1,78,80,0.262968466,0.737031534,2449.388
1327,12,7,1639.989,0,110,92,0.582568804,0.417431196,1639.989
1328,12,8,3432.606,0,50,48,0.500447673,0.499552327,3432.606
1329,12,9,2934.281,0,110,101,0.504950675,0.495049325,2934.281
1330,12,10,1190.89,1,46,50,0.420896966,0.579103034,1190.89
1331,12,11,1767.183,1,80,83,0.36131934,0.63868066,2019.183
1332,12,12,1294.651,1,50,56,0.381719291,0.618280709,1042.651
1333,12,13,2238.074,0,50,47,0.545153944,0.454846056,2238.074
1334,12,14,6584.98,0,110,124,0.435028249,0.564971751,6584.98
1335,12,15,1428.599,1,91,80,0.336482957,0.663517043,1428.599
1336,12,16,1490.428,1,64,80,0.376880593,0.623119407,1490.428
1337,12,17,2125.862,1,83,80,0.426127352,0.573872648,2125.862
1338,12,18,1668.862,1,101,110,0.288127879,0.711872121,1668.862
1339,12,19,3030.588,0,56,50,0.564933652,0.435066348,3030.588
1340,12,20,4424.91,0,50,42,0.52054418,0.47945582,4424.91
1341,12,21,2969.178,1,110,117,0.42724659,0.57275341,2969.178
1342,12,22,1303.449,1,77,80,0.312254896,0.687745104,1303.449
1343,12,23,1357.856,1,80,91,0.304080657,0.695919343,1357.856
1344,12,24,2354.092,1,44,50,0.423511781,0.576488219,2354.092
1345,12,25,2004.533,1,50,57,0.445191339,0.554808661,2004.533
1346,12,26,3356.951,0,50,46,0.404946629,0.595053371,3356.951
1347,12,27,1521.511,1,110,108,0.480519481,0.519480519,1788.511
1348,12,28,1888.712,1,133,110,0.53893663,0.46106337,1621.712
1349,12,29,3473.523,0,131,110,0.462037315,0.537962685,3473.523
1350,12,30,1729.091,1,126,110,0.478694441,0.521305559,1729.091
1351,12,31,2395.127,1,110,133,0.607899714,0.392100286,2395.127
1352,12,32,1582.413,1,110,126,0.276882668,0.723117332,1582.413
1353,12,33,3903.343,1,48,50,0.272860723,0.727139277,3903.343
1354,12,34,2663.144,0,80,77,0.557215589,0.442784411,2663.144
1355,12,35,1934.49,1,117,110,0.469480799,0.530519201,1934.49
1356,12,36,2405.19,0,80,64,0.525580019,0.474419981,2405.19
1357,12,37,1545.105,1,80,78,0.326714795,0.673285205,1545.105
1358,12,38,2604.714,0,124,110,1,0,2604.714
1359,12,39,1120.327,1,92,110,0.394859116,0.605140884,1120.327
1360,12,40,2319.583,0,128,110,0.532171931,0.467828069,2319.583
1361,12,41,2658.008,1,50,58,0.471887661,0.528112339,2658.008
1362,12,42,4644.769,0,54,50,0.52188692,0.47811308,4644.769
1363,12,43,2336.904,0,80,69,0.631320095,0.368679905,2336.904
1364,12,44,2232.262,1,105,110,0.475841029,0.524158971,2232.262
1365,12,45,2404.233,0,55,50,0.618425676,0.381574324,2404.233
1366,12,46,3773.941,0,96,80,0.588925959,0.411074041,3773.941
1367,12,47,1389.338,0,80,75,0.672493317,0.327506683,1392.338
1368,12,48,1345.217,1,110,128,0.308525619,0.691474381,1345.217
1369,12,49,2517.299,0,59,50,0.65353985,0.34646015,2517.299
1370,12,50,1667.654,1,110,119,0.279983817,0.720016183,1667.654
1371,12,51,2896.692,0,52,50,0.488657975,0.511342025,2896.692
1372,12,52,1162.424,1,58,50,0.322433643,0.677566357,1162.424
1373,12,53,1708.837,0,119,110,0.640287035,0.359712965,1708.837
1374,12,54,1290.039,1,74,80,0.318295848,0.681704152,1290.039
1375,12,55,1770.544,1,86,80,0.267855312,0.732144688,1770.544
1376,12,56,1432.934,1,66,80,0.240815965,0.759184035,1432.934
1377,12,57,3000.278,1,50,59,0.371213222,0.628786778,3000.278
1378,12,58,1799.973,1,94,110,0.456061656,0.543938344,1799.973
1379,12,59,1775.2,0,110,87,0.468012549,0.531987451,1775.2
1380,12,60,1256.005,1,75,80,0.26268526,0.73731474,1256.005
1381,12,61,3209.321,0,50,45,0.486324478,0.513675522,3209.321
1382,12,62,1909.739,1,89,110,0.44570868,0.55429132,1909.739
1383,12,63,1389.695,1,80,94,0.2720863,0.7279137,1389.695
1384,12,64,1464.614,1,110,98,0.332352026,0.667647974,1464.614
1385,12,65,2393.765,1,94,80,0.486746381,0.513253619,2393.765
1386,12,66,1465.825,1,110,94,0.347103102,0.652896898,1465.825
1387,12,67,1234.519,1,80,66,0.360200996,0.639799004,1234.519
1388,12,68,2530.536,1,50,54,0.381265918,0.618734082,2530.536
1389,12,69,1402.307,1,98,110,0.321794811,0.678205189,1402.307
1390,12,70,1189.071,1,50,52,0.339488679,0.660511321,1189.071
1391,12,71,2251.736,0,110,89,0.568730325,0.431269675,2451.736
1392,12,72,1241.553,1,87,110,0.32835583,0.67164417,1041.553
1393,12,73,1491.138,1,110,105,0.258701825,0.741298175,1491.138
1394,12,74,1117.673,1,80,96,0.341909376,0.658090624,1117.673
1395,12,75,1573.281,1,80,86,0.512714965,0.487285035,1573.281
1396,12,76,4591.682,1,50,55,0.723203567,0.276796433,4591.682
1397,12,77,1523.109,1,80,74,0.270574835,0.729425165,1523.109
1398,12,78,1425.348,1,45,50,0.359331754,0.640668246,1425.348
1399,12,79,1289.357,1,69,80,0.372948901,0.627051099,1289.357
1400,12,80,1246.182,0,50,53,1,0,1246.182
1401,12,81,2715.792,1,50,40,0.442773006,0.557226994,2715.792
1402,12,82,1603.725,1,80,88,0.307169191,0.692830809,1603.725
1403,12,83,3490.857,1,115,110,0.486978148,0.513021852,3490.857
1404,12,84,2474.318,1,103,110,0.368441613,0.631558387,2474.318
1405,12,85,3312.936,0,90,80,0.444453423,0.555546577,3312.936
1406,12,86,2107.919,1,80,72,0.389176977,0.610823023,2107.919
1407,12,87,1611.534,0,93,80,0.616801599,0.383198401,1611.534
1408,12,88,1120.909,1,80,90,0.241482887,0.758517113,1120.909
1409,12,89,1756.347,0,88,80,0.558335931,0.441664069,1756.347
1410,12,90,1201.742,1,80,70,0.261111814,0.738888186,1201.742
1411,12,91,1355.249,1,80,93,0.321829256,0.678170744,1355.249
1412,12,92,1976.005,1,82,80,0.243043035,0.756956965,1976.005
1413,12,93,3158.077,0,50,41,0.494488579,0.505511421,3158.077
1414,12,94,1300.309,1,96,110,0.307878273,0.692121727,1300.309
1415,12,95,1160.845,1,80,85,0.250553219,0.749446781,1160.845
1416,12,96,1980.262,0,60,50,0.573155985,0.426844015,2193.262
1417,12,97,1208.765,1,41,50,0.365548096,0.634451904,995.765
1418,12,98,1475.131,0,110,96,0.609365895,0.390634105,1475.131
1419,12,99,1204.252,1,72,80,0.233119672,0.766880328,1204.252
1420,12,100,1540.564,0,49,50,0.654803591,0.345196409,1540.564
1421,12,101,2375.858,1,43,50,0.404319058,0.595680942,2375.858
1422,12,102,3069.247,1,51,50,0.519381069,0.480618931,3069.247
1423,12,103,3198.568,1,112,110,0.498213304,0.501786696,3198.568
1424,12,104,1931.763,1,40,50,0.413241871,0.586758129,1931.763
1425,12,105,1189.781,1,50,51,0.292745474,0.707254526,1189.781
1426,12,106,3198.531,0,85,80,0.488262724,0.511737276,3198.531
1427,12,107,1332.856,1,50,49,0.264989879,0.735010121,1332.856
1428,12,108,2105.839,1,50,43,0.449634712,0.550365288,2105.839
1429,12,109,2128.659,1,80,82,0.432959229,0.567040771,2128.659
1430,12,110,1234.054,1,50,60,0.405142127,0.594857873,1234.054
1431,12,111,1231.836,1,53,50,0.366149728,0.633850272,1231.836
1432,12,112,2939.993,1,122,110,0.552107858,0.447892142,2939.993
1433,12,113,1417.895,1,67,80,0.246596207,0.753403793,1417.895
1434,12,114,1590.047,1,80,67,0.228943308,0.771056692,1590.047
1435,12,115,1628.809,1,70,80,0.40262065,0.59737935,1631.809
1436,12,116,1363.523,1,110,122,0.242871942,0.757128058,1363.523
1437,12,117,1978.787,1,110,115,0.430430205,0.569569795,1978.787
1438,12,118,1261.728,1,110,112,0.330585382,0.669414618,1261.728
