,Part,TrialN,PairID,LValue,RValue,ChosenITM,ChoiceRT,Conf,ConfRT,BlockCond,tDDT,lIA_DT,rIA_DT,tGSF,lastFixat,DV,zDV,absDV,zAbsDV,zConf,zChoiceRT,TotVal,ValCh,ValUnCh,Correct,zTotVal,zValCh,zValUnCh,zGSF,zDDT,absDDT,zValR,zValL,ConfSplit,GSFMedSplit,DDTMedSplit
2061,9,142,15,50,45,1,1815.269,80,1120.603,LESS,-134,530,396,1,2,-5,-0.46870423,5,-0.698430296,0.991223165,0.100475646,95,50,45,0,-1.296426786,-1.170500555,-1.36558398,-0.483207941,-0.313232126,0.313232126,-1.36558398,-1.170500555,1,0,0
2062,9,143,59,89,110,0,1339.931,0,1344.058,LESS,-154,364,210,1,2,21,1.968557767,21,2.095290887,-1.918789796,-0.743317595,199,89,110,1,0.777856072,0.351150166,1.170500555,-0.483207941,-0.369287386,0.369287386,1.170500555,0.351150166,0,0,0
2063,9,144,29,80,94,0,1271.036,30,1097.959,LESS,78,298,376,1,2,14,1.312371845,14,0.87303787,-0.827534936,-0.865616118,174,80,94,1,0.279230385,0,0.546233592,-0.483207941,0.280953638,0.280953638,0.546233592,0,0,0,1
2064,9,145,55,110,98,1,1844.011,20,1904.943,LESS,28,410,438,1,2,-12,-1.124890153,12,0.523822722,-1.191286556,0.151496826,208,110,98,0,0.957361319,1.170500555,0.702300333,-0.483207941,0.140815486,0.140815486,0.702300333,1.170500555,0,0,1
2065,9,146,29,94,80,1,1857.445,80,1564.474,LESS,-176,552,376,1,2,-14,-1.312371845,14,0.87303787,0.991223165,0.175344106,174,94,80,0,0.279230385,0.546233592,0,-0.483207941,-0.430948173,0.430948173,0,0.546233592,1,0,0
2066,9,147,57,110,94,1,1799.812,40,963.996,LESS,22,456,478,1,2,-16,-1.499853537,16,1.222253018,-0.463783316,0.073037251,204,110,94,0,0.877581209,1.170500555,0.546233592,-0.483207941,0.123998908,0.123998908,0.546233592,1.170500555,0,0,1
2067,9,148,39,80,66,1,1272.332,90,1073.313,LESS,402,338,740,1,2,-14,-1.312371845,14,0.87303787,1.354974785,-0.863315532,146,80,66,0,-0.279230385,0,-0.546233592,-0.483207941,1.189048861,1.189048861,-0.546233592,0,1,0,1
2068,9,149,4,50,54,1,1205.468,30,863.425,LESS,-74,370,296,1,1,4,0.374963384,4,-0.87303787,-0.827534936,-0.982008738,104,50,54,1,-1.116921539,-1.170500555,-1.014433814,-0.483207941,-0.145066343,0.145066343,-1.014433814,-1.170500555,0,0,0
2069,9,150,55,98,110,1,1390.371,20,1262.095,LESS,68,318,386,1,2,12,1.124890153,12,0.523822722,-1.191286556,-0.653779348,208,98,110,1,0.957361319,0.702300333,1.170500555,-0.483207941,0.252926008,0.252926008,1.170500555,0.702300333,0,0,1
2070,9,151,2,50,52,1,1908.069,60,570.001,LESS,-80,498,418,1,1,2,0.187481692,2,-1.222253018,0.263719925,0.265208979,102,50,52,1,-1.156811594,-1.170500555,-1.092467184,-0.483207941,-0.161882922,0.161882922,-1.092467184,-1.170500555,0,0,0
2071,9,152,59,110,89,0,1424.142,0,1527.69,LESS,-30,386,356,1,1,-21,-1.968557767,21,2.095290887,-1.918789796,-0.593830971,199,110,89,0,0.777856072,1.170500555,0.351150166,-0.483207941,-0.02174477,0.02174477,0.351150166,1.170500555,0,0,0
2072,9,153,60,87,110,0,1372.099,30,1174.37,LESS,-144,510,366,1,1,23,2.15603946,23,2.444506035,-0.827534936,-0.686214773,197,87,110,1,0.737966017,0.273116796,1.170500555,-0.483207941,-0.341259756,0.341259756,1.170500555,0.273116796,0,0,0
2073,9,154,52,110,105,1,2102.561,40,1264.619,LESS,-554,926,372,1,2,-5,-0.46870423,5,-0.698430296,-0.463783316,0.610460221,215,110,105,0,1.096976512,1.170500555,0.975417129,-0.483207941,-1.4903926,1.4903926,0.975417129,1.170500555,0,0,0
2074,9,155,30,80,96,0,4213.558,80,1287.324,LESS,618,928,1546,2,1,16,1.499853537,16,1.222253018,0.991223165,4.357783182,176,80,96,1,0.31912044,0,0.624266962,1.300944457,1.794445677,1.794445677,0.624266962,0,1,1,1
2075,9,156,24,80,86,0,1842.573,70,1315.883,LESS,58,446,504,1,2,6,0.562445076,6,-0.523822722,0.627471545,0.148944169,166,80,86,1,0.119670165,0,0.234100111,-0.483207941,0.224898377,0.224898377,0.234100111,0,1,0,1
2076,9,157,5,50,55,0,1551.521,80,1483.931,LESS,96,400,496,1,2,5,0.46870423,5,-0.698430296,0.991223165,-0.367714946,105,50,55,1,-1.096976512,-1.170500555,-0.975417129,-0.483207941,0.331403373,0.331403373,-0.975417129,-1.170500555,1,0,1
2077,9,158,34,80,74,1,1512.883,0,971.547,LESS,10,392,402,1,2,-6,-0.562445076,6,-0.523822722,-1.918789796,-0.436302947,154,80,74,0,-0.119670165,0,-0.234100111,-0.483207941,0.090365752,0.090365752,-0.234100111,0,0,0,1
2078,9,159,15,45,50,1,1877.203,30,2355.961,LESS,170,368,538,1,2,5,0.46870423,5,-0.698430296,-0.827534936,0.210417394,95,45,50,1,-1.296426786,-1.36558398,-1.170500555,-0.483207941,0.538807837,0.538807837,-1.170500555,-1.36558398,0,0,1
2079,9,160,37,69,80,0,2026.825,90,1252.561,LESS,816,1024,1840,2,2,11,1.031149307,11,0.349215148,1.354974785,0.476017941,149,69,80,1,-0.219395302,-0.429183537,0,1.300944457,2.349392758,2.349392758,0,-0.429183537,1,1,1
2080,9,161,3,50,53,1,1672.766,50,1766.74,MORE,-18,364,346,1,2,3,0.281222538,3,-1.047645444,-0.100031696,-0.152487652,103,50,53,0,-1.136866566,-1.170500555,-1.053450499,-0.483207941,0.011888387,0.011888387,-1.053450499,-1.170500555,0,0,0
2081,9,162,20,50,40,0,1211.748,80,1578.153,MORE,-20,276,256,1,2,-10,-0.937408461,10,0.174607574,0.991223165,-0.970860836,90,50,40,1,-1.396151924,-1.170500555,-1.560667406,-0.483207941,0.00628286,0.00628286,-1.560667406,-1.170500555,1,0,0
2082,9,163,25,80,88,1,1422.886,100,2605.97,MORE,120,270,390,1,2,8,0.749926769,8,-0.174607574,1.718726405,-0.596060552,168,80,88,0,0.15956022,0,0.312133481,-0.483207941,0.398669685,0.398669685,0.312133481,0,1,0,1
2083,9,164,42,115,110,0,1275.274,40,642.808,MORE,132,264,396,1,2,-5,-0.46870423,5,-0.698430296,-0.463783316,-0.858093059,225,115,110,1,1.296426786,1.36558398,1.170500555,-0.483207941,0.432302842,0.432302842,1.170500555,1.36558398,0,0,1
2084,9,165,53,103,110,0,1023.782,30,928.094,MORE,132,204,336,1,2,7,0.656185922,7,-0.349215148,-0.827534936,-1.304527491,213,103,110,0,1.057086457,0.897383758,1.170500555,-0.483207941,0.432302842,0.432302842,1.170500555,0.897383758,0,0,1
2085,9,166,26,90,80,0,1566.843,90,732.011,MORE,200,290,490,1,2,-10,-0.937408461,10,0.174607574,1.354974785,-0.340516195,170,90,80,1,0.199450275,0.390166852,0,-0.483207941,0.622890728,0.622890728,0,0.390166852,1,0,1
2086,9,167,35,80,72,0,1352.63,70,1106.364,MORE,92,272,364,1,2,-8,-0.749926769,8,-0.174607574,0.627471545,-0.720775046,152,80,72,1,-0.15956022,0,-0.312133481,-0.483207941,0.32019232,0.32019232,-0.312133481,0,1,0,1
2087,9,168,28,93,80,0,1244.595,90,1652.14,MORE,38,370,408,1,2,-13,-1.218630999,13,0.698430296,1.354974785,-0.912552692,173,93,80,1,0.259285357,0.507216907,0,-0.483207941,0.168843117,0.168843117,0,0.507216907,1,0,1
2088,9,169,26,80,90,1,1387.496,10,680.272,MORE,-2,344,342,1,2,10,0.937408461,10,0.174607574,-1.555038176,-0.658882886,170,80,90,0,0.199450275,0,0.390166852,-0.483207941,0.056732595,0.056732595,0.390166852,0,0,0,0
2089,9,170,25,88,80,0,1483.815,20,1191.05,MORE,166,282,448,1,2,-8,-0.749926769,8,-0.174607574,-1.191286556,-0.487902823,168,88,80,1,0.15956022,0.312133481,0,-0.483207941,0.527596785,0.527596785,0,0.312133481,0,0,1
2090,9,171,36,80,70,0,1461.872,20,1282.214,MORE,-84,432,348,1,1,-10,-0.937408461,10,0.174607574,-1.191286556,-0.526854801,150,80,70,1,-0.199450275,0,-0.390166852,-0.483207941,-0.173093974,0.173093974,-0.390166852,0,0,0,0
2091,9,172,28,80,93,1,1572.616,80,1139.168,MORE,170,322,492,1,2,13,1.218630999,13,0.698430296,0.991223165,-0.33026829,173,80,93,0,0.259285357,0,0.507216907,-0.483207941,0.538807837,0.538807837,0.507216907,0,1,0,1
2092,9,173,21,82,80,1,2036.769,0,1620.819,MORE,-28,446,418,2,1,-2,-0.187481692,2,-1.222253018,-1.918789796,0.493669969,162,82,80,1,0.039890055,0.07803337,0,1.300944457,-0.016139244,0.016139244,0,0.07803337,0,1,0
2093,9,174,19,50,41,1,1693.051,30,1058.282,MORE,34,378,412,1,2,-9,-0.843667615,9,0,-0.827534936,-0.116478863,91,50,41,1,-1.376206896,-1.170500555,-1.521650721,-0.483207941,0.157632064,0.157632064,-1.521650721,-1.170500555,0,0,1
2094,9,175,56,96,110,0,1715.57,40,1092.608,MORE,68,412,480,1,2,14,1.312371845,14,0.87303787,-0.463783316,-0.076504402,206,96,110,0,0.917471264,0.624266962,1.170500555,-0.483207941,0.252926008,0.252926008,1.170500555,0.624266962,0,0,1
2095,9,176,23,80,85,1,1660.916,40,934.628,MORE,22,444,466,1,2,5,0.46870423,5,-0.698430296,-0.463783316,-0.173523104,165,80,85,0,0.099725137,0,0.195083426,-0.483207941,0.123998908,0.123998908,0.195083426,0,0,0,1
2096,9,177,10,60,50,0,1437.479,80,1122.221,MORE,36,448,484,1,2,-10,-0.937408461,10,0.174607574,0.991223165,-0.57015588,110,60,50,1,-0.997251374,-0.780333703,-1.170500555,-0.483207941,0.16323759,0.16323759,-1.170500555,-0.780333703,1,0,1
2097,9,178,19,41,50,1,1768.642,70,1242.411,MORE,44,390,434,1,2,9,0.843667615,9,0,0.627471545,0.017706023,91,41,50,0,-1.376206896,-1.521650721,-1.170500555,-0.483207941,0.185659695,0.185659695,-1.170500555,-1.521650721,1,0,1
2098,9,179,56,110,96,0,1623.335,100,752.497,MORE,-34,426,392,1,2,-14,-1.312371845,14,0.87303787,1.718726405,-0.240234779,206,110,96,1,0.917471264,1.170500555,0.624266962,-0.483207941,-0.032955822,0.032955822,0.624266962,1.170500555,1,0,0
2099,9,180,35,72,80,0,1826.331,80,1008.876,MORE,-322,722,400,2,1,8,0.749926769,8,-0.174607574,0.991223165,0.120112286,152,72,80,0,-0.15956022,-0.312133481,0,1.300944457,-0.840151576,0.840151576,0,-0.312133481,1,1,0
2100,9,181,11,49,50,1,1082.646,30,1262.683,MORE,34,264,298,1,2,1,0.093740846,1,-1.396860592,-0.827534936,-1.200035434,99,49,50,0,-1.216646676,-1.20951724,-1.170500555,-0.483207941,0.157632064,0.157632064,-1.170500555,-1.20951724,0,0,1
2101,9,182,17,43,50,1,1115.761,70,173.438,MORE,86,246,332,1,2,7,0.656185922,7,-0.349215148,0.627471545,-1.141251551,93,43,50,0,-1.336316841,-1.443617351,-1.170500555,-0.483207941,0.303375742,0.303375742,-1.170500555,-1.443617351,1,0,1
2102,9,183,1,51,50,0,1659.308,80,488.063,MORE,104,268,372,1,2,-1,-0.093740846,1,-1.396860592,0.991223165,-0.176377535,101,51,50,1,-1.176756621,-1.131483869,-1.170500555,-0.483207941,0.353825477,0.353825477,-1.170500555,-1.131483869,1,0,1
2103,9,184,41,112,110,0,1612.594,30,1170.436,MORE,50,350,400,0,2,-2,-0.187481692,2,-1.222253018,-0.827534936,-0.259301597,222,112,110,1,1.236591704,1.248533925,1.170500555,-2.267360339,0.202476273,0.202476273,1.170500555,1.248533925,0,0,1
2104,9,185,20,40,50,1,2141.188,90,1020.769,MORE,46,358,404,0,1,10,0.937408461,10,0.174607574,1.354974785,0.679028696,90,40,50,0,-1.396151924,-1.560667406,-1.170500555,-2.267360339,0.191265221,0.191265221,-1.170500555,-1.560667406,1,0,1
2105,9,186,1,50,51,1,1843.804,50,1350.387,MORE,-76,552,476,1,2,1,0.093740846,1,-1.396860592,-0.100031696,0.151129371,101,50,51,0,-1.176756621,-1.170500555,-1.131483869,-0.483207941,-0.15067187,0.15067187,-1.131483869,-1.170500555,0,0,0
2106,9,187,23,85,80,0,3760.222,30,1124.61,MORE,-364,1374,1010,3,1,-5,-0.46870423,5,-0.698430296,-0.827534936,3.553046651,165,85,80,1,0.099725137,0.195083426,0,3.085096855,-0.957867624,0.957867624,0,0.195083426,0,1,0
2107,9,188,11,50,49,1,1652.673,60,981.64,MORE,136,386,522,1,2,-1,-0.093740846,1,-1.396860592,0.263719925,-0.188155614,99,50,49,1,-1.216646676,-1.170500555,-1.20951724,-0.483207941,0.443513894,0.443513894,-1.20951724,-1.170500555,0,0,1
2108,9,189,17,50,43,0,1279.538,70,1552.603,MORE,-34,392,358,1,2,-7,-0.656185922,7,-0.349215148,0.627471545,-0.850523847,93,50,43,1,-1.336316841,-1.170500555,-1.443617351,-0.483207941,-0.032955822,0.032955822,-1.443617351,-1.170500555,1,0,0
2109,9,190,21,80,82,1,1342.923,90,854.334,MORE,10,356,366,1,2,2,0.187481692,2,-1.222253018,1.354974785,-0.738006365,162,80,82,0,0.039890055,0,0.07803337,-0.483207941,0.090365752,0.090365752,0.07803337,0,1,0,0
2110,9,191,10,50,60,0,1662.773,70,1237.957,MORE,-280,648,368,2,1,10,0.937408461,10,0.174607574,0.627471545,-0.170226663,110,50,60,0,-0.997251374,-1.170500555,-0.780333703,1.300944457,-0.722435529,0.722435529,-0.780333703,-1.170500555,1,1,0
2111,9,192,3,53,50,0,2508.084,50,933.99,MORE,36,546,582,1,1,-3,-0.281222538,3,-1.047645444,-0.100031696,1.330321808,103,53,50,1,-1.136866566,-1.053450499,-1.170500555,-0.483207941,0.16323759,0.16323759,-1.170500555,-1.053450499,0,0,1
2112,9,193,45,122,110,0,3754.656,80,1087.499,MORE,-168,620,452,2,1,-12,-1.124890153,12,0.523822722,0.991223165,3.543166202,232,122,110,1,1.436041979,1.638700776,1.170500555,1.300944457,-0.408526069,0.408526069,1.170500555,1.638700776,1,1,0
2113,9,194,38,67,80,1,1307.697,10,671.171,MORE,-12,394,382,1,2,13,1.218630999,13,0.698430296,-1.555038176,-0.800537576,147,67,80,0,-0.259285357,-0.507216907,0,-0.483207941,0.028704965,0.028704965,0,-0.507216907,0,0,0
2114,9,195,38,80,67,0,1206.212,100,972.882,MORE,16,356,372,1,2,-13,-1.218630999,13,0.698430296,1.718726405,-0.980688031,147,80,67,1,-0.259285357,0,-0.507216907,-0.483207941,0.10718233,0.10718233,-0.507216907,0,1,0,0
2115,9,196,36,70,80,1,1185.462,30,771.083,MORE,186,156,342,1,2,10,0.937408461,10,0.174607574,-0.827534936,-1.017522262,150,70,80,0,-0.199450275,-0.390166852,0,-0.483207941,0.583652046,0.583652046,0,-0.390166852,0,0,1
2116,9,197,45,110,122,0,1392.939,50,1143.355,MORE,58,246,304,1,2,12,1.124890153,12,0.523822722,-0.100031696,-0.649220779,232,110,122,0,1.436041979,1.170500555,1.638700776,-0.483207941,0.224898377,0.224898377,1.638700776,1.170500555,0,0,1
2117,9,198,42,110,115,0,1522.491,90,1214.62,MORE,64,334,398,1,2,5,0.46870423,5,-0.698430296,1.354974785,-0.419247367,225,110,115,0,1.296426786,1.170500555,1.36558398,-0.483207941,0.241714955,0.241714955,1.36558398,1.170500555,1,0,1
2118,9,199,41,110,112,0,3121.925,40,1085.312,MORE,158,632,790,2,2,2,0.187481692,2,-1.222253018,-0.463783316,2.419977773,222,110,112,0,1.236591704,1.170500555,1.248533925,1.300944457,0.505174681,0.505174681,1.248533925,1.170500555,0,1,1
2119,9,200,53,110,103,0,1837.339,60,1272.476,MORE,-274,652,378,2,1,-7,-0.656185922,7,-0.349215148,0.263719925,0.139653067,213,110,103,1,1.057086457,1.170500555,0.897383758,1.300944457,-0.705618951,0.705618951,0.897383758,1.170500555,0,1,0
2120,9,201,3,50,53,0,2098.816,80,795.174,LESS,-146,654,508,2,1,3,0.281222538,3,-1.047645444,0.991223165,0.603812308,103,50,53,1,-1.136866566,-1.170500555,-1.053450499,1.300944457,-0.346865282,0.346865282,-1.053450499,-1.170500555,1,1,0
2121,9,202,20,50,40,1,3274.327,60,1322.926,LESS,88,872,960,2,2,-10,-0.937408461,10,0.174607574,0.263719925,2.690513218,90,50,40,0,-1.396151924,-1.170500555,-1.560667406,1.300944457,0.308981268,0.308981268,-1.560667406,-1.170500555,0,1,1
2122,9,203,25,80,88,1,1462.63,30,938.889,LESS,98,332,430,1,2,8,0.749926769,8,-0.174607574,-0.827534936,-0.525509242,168,80,88,1,0.15956022,0,0.312133481,-0.483207941,0.337008899,0.337008899,0.312133481,0,0,0,1
2123,9,204,42,115,110,1,1108.256,10,1128.342,LESS,-20,336,316,1,2,-5,-0.46870423,5,-0.698430296,-1.555038176,-1.154574005,225,115,110,0,1.296426786,1.36558398,1.170500555,-0.483207941,0.00628286,0.00628286,1.170500555,1.36558398,0,0,0
2124,9,205,53,103,110,0,1124.838,70,868.208,LESS,122,274,396,1,2,7,0.656185922,7,-0.349215148,0.627471545,-1.125138572,213,103,110,1,1.057086457,0.897383758,1.170500555,-0.483207941,0.404275211,0.404275211,1.170500555,0.897383758,1,0,1
2125,9,206,26,90,80,1,1977.762,30,881.238,LESS,-132,536,404,2,1,-10,-0.937408461,10,0.174607574,-0.827534936,0.388924067,170,90,80,0,0.199450275,0.390166852,0,1.300944457,-0.307626599,0.307626599,0,0.390166852,0,1,0
2126,9,207,35,80,72,1,2128.403,60,1391.614,LESS,772,358,1130,0,2,-8,-0.749926769,8,-0.174607574,0.263719925,0.656333484,152,80,72,0,-0.15956022,0,-0.312133481,-2.267360339,2.226071184,2.226071184,-0.312133481,0,1,0,1
2127,9,208,28,93,80,1,1435.476,80,937.069,LESS,2,498,500,1,2,-13,-1.218630999,13,0.698430296,0.991223165,-0.573711493,173,93,80,0,0.259285357,0.507216907,0,-0.483207941,0.067943647,0.067943647,0,0.507216907,1,0,0
2128,9,209,26,80,90,0,1761.884,0,1137.508,LESS,100,366,466,1,2,10,0.937408461,10,0.174607574,-1.918789796,0.005709602,170,80,90,1,0.199450275,0,0.390166852,-0.483207941,0.342614425,0.342614425,0.390166852,0,0,0,1
2129,9,210,25,88,80,1,1466.222,80,1356.469,LESS,222,350,572,1,2,-8,-0.749926769,8,-0.174607574,0.991223165,-0.519132926,168,88,80,0,0.15956022,0.312133481,0,-0.483207941,0.684551515,0.684551515,0,0.312133481,1,0,1
2130,9,211,36,80,70,1,1354.152,90,1003.913,LESS,82,406,488,1,2,-10,-0.937408461,10,0.174607574,1.354974785,-0.718073277,150,80,70,0,-0.199450275,0,-0.390166852,-0.483207941,0.29216469,0.29216469,-0.390166852,0,1,0,1
2131,9,212,28,80,93,0,1400.34,100,740.168,LESS,76,316,392,1,2,13,1.218630999,13,0.698430296,1.718726405,-0.636082941,173,80,93,1,0.259285357,0,0.507216907,-0.483207941,0.275348112,0.275348112,0.507216907,0,1,0,1
2132,9,213,21,82,80,1,1141.456,40,912.881,LESS,18,432,450,1,2,-2,-0.187481692,2,-1.222253018,-0.463783316,-1.095639235,162,82,80,0,0.039890055,0.07803337,0,-0.483207941,0.112787856,0.112787856,0,0.07803337,0,0,1
2133,9,214,19,50,41,0,1343.439,0,1791.023,LESS,68,330,398,1,2,-9,-0.843667615,9,0,-1.918789796,-0.737090391,91,50,41,0,-1.376206896,-1.170500555,-1.521650721,-0.483207941,0.252926008,0.252926008,-1.521650721,-1.170500555,0,1,1
2134,9,215,56,96,110,0,1688.372,60,1477.602,LESS,-128,484,356,2,1,14,1.312371845,14,0.87303787,0.263719925,-0.12478476,206,96,110,1,0.917471264,0.624266962,1.170500555,1.300944457,-0.296415547,0.296415547,1.170500555,0.624266962,1,1,0
2135,9,216,23,80,85,1,1452.339,20,1317.038,LESS,-178,576,398,1,1,5,0.46870423,5,-0.698430296,-1.191286556,-0.543777245,165,80,85,1,0.099725137,0,0.195083426,-0.483207941,-0.436553699,0.436553699,0.195083426,0,0,0,0
2136,9,217,10,60,50,1,1166.344,40,773.039,LESS,148,250,398,1,2,-10,-0.937408461,10,0.174607574,-0.463783316,-1.051459459,110,60,50,0,-0.997251374,-0.780333703,-1.170500555,-0.483207941,0.47714705,0.47714705,-1.170500555,-0.780333703,0,0,1
2137,9,218,19,41,50,0,1931.579,50,836.459,LESS,146,362,508,1,2,9,0.843667615,9,0,-0.100031696,0.306942607,91,41,50,1,-1.376206896,-1.521650721,-1.170500555,-0.483207941,0.471541524,0.471541524,-1.170500555,-1.521650721,0,0,1
2138,9,219,56,110,96,0,4314.135,30,849.405,LESS,-612,1084,472,1,1,-14,-1.312371845,14,0.87303787,-0.827534936,4.536321807,206,110,96,0,0.917471264,1.170500555,0.624266962,-0.483207941,-1.652952856,1.652952856,0.624266962,1.170500555,0,0,0
2139,9,220,35,72,80,0,1508.253,0,986.796,LESS,-418,834,416,2,1,8,0.749926769,8,-0.174607574,-1.918789796,-0.444521862,152,72,80,1,-0.15956022,-0.312133481,0,1.300944457,-1.109216828,1.109216828,0,-0.312133481,0,1,0
2140,9,221,11,49,50,0,1795.056,80,1020.084,LESS,-190,722,532,2,2,1,0.093740846,1,-1.396860592,0.991223165,0.064594667,99,49,50,1,-1.216646676,-1.20951724,-1.170500555,1.300944457,-0.470186856,0.470186856,-1.170500555,-1.20951724,1,1,0
2141,9,222,17,43,50,0,1577.658,70,1195.592,LESS,136,704,840,2,1,7,0.656185922,7,-0.349215148,0.627471545,-0.321318016,93,43,50,1,-1.336316841,-1.443617351,-1.170500555,1.300944457,0.443513894,0.443513894,-1.170500555,-1.443617351,1,1,1
2142,9,223,1,51,50,1,1424.673,100,1004.843,LESS,672,418,1090,1,2,-1,-0.093740846,1,-1.396860592,1.718726405,-0.59288837,101,51,50,0,-1.176756621,-1.131483869,-1.170500555,-0.483207941,1.945794881,1.945794881,-1.170500555,-1.131483869,1,1,1
2143,9,224,41,112,110,0,3135.489,20,994.972,LESS,-348,1298,950,4,1,-2,-0.187481692,2,-1.222253018,-1.191286556,2.444055822,222,112,110,0,1.236591704,1.248533925,1.170500555,4.869249253,-0.913023415,0.913023415,1.170500555,1.248533925,0,1,0
2144,9,225,20,40,50,0,1865.355,60,1406.608,LESS,-316,738,422,2,1,10,0.937408461,10,0.174607574,0.263719925,0.189385492,90,40,50,1,-1.396151924,-1.560667406,-1.170500555,1.300944457,-0.823334998,0.823334998,-1.170500555,-1.560667406,1,1,0
2145,9,226,1,50,51,0,1991.438,70,789.462,LESS,-186,634,448,2,1,1,0.093740846,1,-1.396860592,0.627471545,0.413200932,101,50,51,1,-1.176756621,-1.170500555,-1.131483869,1.300944457,-0.458975803,0.458975803,-1.131483869,-1.170500555,1,1,0
2146,9,227,23,85,80,1,2118.678,80,643.434,LESS,320,484,804,2,2,-5,-0.46870423,5,-0.698430296,0.991223165,0.639070212,165,85,80,0,0.099725137,0.195083426,0,1.300944457,0.959222292,0.959222292,0,0.195083426,1,1,1
2147,9,228,11,50,49,0,1691.866,30,832.968,LESS,-188,676,488,2,1,-1,-0.093740846,1,-1.396860592,-0.827534936,-0.118582408,99,50,49,0,-1.216646676,-1.170500555,-1.20951724,1.300944457,-0.464581329,0.464581329,-1.20951724,-1.170500555,0,1,0
2148,9,229,17,50,43,1,2304.968,60,1120.606,LESS,-232,904,672,3,2,-7,-0.656185922,7,-0.349215148,0.263719925,0.969761726,93,50,43,0,-1.336316841,-1.170500555,-1.443617351,3.085096855,-0.587902903,0.587902903,-1.443617351,-1.170500555,1,1,0
2149,9,230,21,80,82,1,1434.476,20,743.083,LESS,426,332,758,3,2,2,0.187481692,2,-1.222253018,-1.191286556,-0.575486637,162,80,82,1,0.039890055,0,0.07803337,3.085096855,1.256315174,1.256315174,0.07803337,0,0,1,1
2150,9,231,10,50,60,0,1629.369,50,750.243,LESS,-88,476,388,2,1,10,0.937408461,10,0.174607574,-0.100031696,-0.229523562,110,50,60,1,-0.997251374,-1.170500555,-0.780333703,1.300944457,-0.184305026,0.184305026,-0.780333703,-1.170500555,0,1,0
2151,9,232,3,53,50,1,1102.14,80,606.972,LESS,304,134,438,1,2,-3,-0.281222538,3,-1.047645444,0.991223165,-1.165430783,103,53,50,0,-1.136866566,-1.053450499,-1.170500555,-0.483207941,0.914378084,0.914378084,-1.170500555,-1.053450499,1,1,1
2152,9,233,45,122,110,1,1199.066,90,1183.045,LESS,256,68,324,1,2,-12,-1.124890153,12,0.523822722,1.354974785,-0.993373208,232,122,110,0,1.436041979,1.638700776,1.170500555,-0.483207941,0.779845458,0.779845458,1.170500555,1.638700776,1,1,1
2153,9,234,38,67,80,1,1727.324,20,765.622,LESS,188,254,442,2,1,13,1.218630999,13,0.698430296,-1.191286556,-0.055639364,147,67,80,1,-0.259285357,-0.507216907,0,1.300944457,0.589257572,0.589257572,0,-0.507216907,0,1,1
2154,9,235,38,80,67,1,1306.924,40,1052.019,LESS,34,414,448,1,2,-13,-1.218630999,13,0.698430296,-0.463783316,-0.801909762,147,80,67,0,-0.259285357,0,-0.507216907,-0.483207941,0.157632064,0.157632064,-0.507216907,0,0,0,1
2155,9,236,36,70,80,1,1751.975,80,708.913,LESS,-368,760,392,2,2,10,0.937408461,10,0.174607574,0.991223165,-0.011880297,150,70,80,1,-0.199450275,-0.390166852,0,1.300944457,-0.969078676,0.969078676,0,-0.390166852,1,1,0
2156,9,237,45,110,122,1,1602.222,0,750.923,LESS,-336,686,350,1,1,12,1.124890153,12,0.523822722,-1.918789796,-0.277713387,232,110,122,1,1.436041979,1.170500555,1.638700776,-0.483207941,-0.879390259,0.879390259,1.638700776,1.170500555,0,0,0
2157,9,238,42,110,115,1,3075.759,60,1014.196,LESS,414,806,1220,2,2,5,0.46870423,5,-0.698430296,0.263719925,2.33802649,225,110,115,1,1.296426786,1.170500555,1.36558398,1.300944457,1.222682018,1.222682018,1.36558398,1.170500555,1,1,1
2158,9,239,41,110,112,1,2489.889,60,1122.941,LESS,78,792,870,2,2,2,0.187481692,2,-1.222253018,0.263719925,1.298023069,222,110,112,1,1.236591704,1.170500555,1.248533925,1.300944457,0.280953638,0.280953638,1.248533925,1.170500555,1,1,1
2159,9,240,53,110,103,1,3025.539,10,861.719,LESS,156,834,990,2,1,-7,-0.656185922,7,-0.349215148,-1.555038176,2.248878775,213,110,103,0,1.057086457,1.170500555,0.897383758,1.300944457,0.499569155,0.499569155,0.897383758,1.170500555,0,1,1
2160,10,1,49,110,131,0,3736.991,34,2038.201,LESS,-404,1780,1376,3,1,21,1.968557767,21,2.095290887,-1.007736362,0.732438141,241,110,131,1,1.615547226,1.170500555,1.989850943,-0.116230188,-0.833138307,0.833138307,1.989850943,1.170500555,0,1,0
2161,10,2,13,47,50,0,1653.211,100,1759.474,LESS,1052,862,1914,2,2,3,0.281222538,3,-1.047645444,1.256454273,-0.672183121,97,47,50,1,-1.256536731,-1.28755061,-1.170500555,-0.736124524,0.966215517,0.966215517,-1.170500555,-1.28755061,1,0,1
2162,10,3,16,50,44,1,8416.123,24,941.431,LESS,504,3198,3702,6,2,-6,-0.562445076,6,-0.523822722,-1.35079555,3.886517887,94,50,44,0,-1.316371814,-1.170500555,-1.404600665,1.743452821,0.288986193,0.288986193,-1.404600665,-1.170500555,0,1,1
2163,10,4,7,57,50,1,2071.994,64,1083.678,LESS,66,1000,1066,3,2,-7,-0.656185922,7,-0.349215148,0.021441199,-0.389892521,107,57,50,0,-1.057086457,-0.897383758,-1.170500555,-0.116230188,-0.252302938,0.252302938,-1.170500555,-0.897383758,0,1,0
