name,parcode,trial,fix_item,fix_time,rt,block
p16.edf,13,165,1,394,2127,1.0
p16.edf,13,165,2,422,2127,1.0
p16.edf,13,165,2,408,2127,1.0
p16.edf,13,165,2,58,2127,1.0
p16.edf,13,166,3,234,3784,1.0
p16.edf,13,166,1,192,3784,1.0
p16.edf,13,166,1,554,3784,1.0
p16.edf,13,166,1,352,3784,1.0
p16.edf,13,166,2,428,3784,1.0
p16.edf,13,166,2,346,3784,1.0
p16.edf,13,166,2,458,3784,1.0
p16.edf,13,166,2,182,3784,1.0
p16.edf,13,166,2,270,3784,1.0
p16.edf,13,166,1,122,3784,1.0
p16.edf,13,166,1,100,3784,1.0
p16.edf,13,166,1,502,3784,1.0
p16.edf,13,166,1,44,3784,1.0
p16.edf,13,167,3,0,3784,1.0
p16.edf,13,167,2,122,4130,1.0
p16.edf,13,167,0,192,4130,1.0
p16.edf,13,167,2,136,4130,1.0
p16.edf,13,167,2,332,4130,1.0
p16.edf,13,167,1,426,4130,1.0
p16.edf,13,167,1,448,4130,1.0
p16.edf,13,167,1,346,4130,1.0
p16.edf,13,167,1,262,4130,1.0
p16.edf,13,167,1,146,4130,1.0
p16.edf,13,167,1,446,4130,1.0
p16.edf,13,167,1,552,4130,1.0
p16.edf,13,167,1,196,4130,1.0
p16.edf,13,167,2,526,4130,1.0
p16.edf,13,168,3,0,4130,1.0
p16.edf,13,168,1,44,2072,1.0
p16.edf,13,168,1,160,2072,1.0
p16.edf,13,168,1,144,2072,1.0
p16.edf,13,168,1,414,2072,1.0
p16.edf,13,168,2,360,2072,1.0
p16.edf,13,168,2,522,2072,1.0
p16.edf,13,168,1,428,2072,1.0
p16.edf,13,169,3,0,2072,1.0
p16.edf,13,169,2,283,2461,1.0
p16.edf,13,169,2,396,2461,1.0
p16.edf,13,169,2,204,2461,1.0
p16.edf,13,169,1,528,2461,1.0
p16.edf,13,169,1,348,2461,1.0
p16.edf,13,169,2,392,2461,1.0
p16.edf,13,169,2,214,2461,1.0
p16.edf,13,169,2,96,2461,1.0
p16.edf,13,170,3,7,2461,1.0
p16.edf,13,170,2,318,3262,1.0
p16.edf,13,170,2,374,3262,1.0
p16.edf,13,170,1,406,3262,1.0
p16.edf,13,170,1,756,3262,1.0
p16.edf,13,170,1,274,3262,1.0
p16.edf,13,170,2,216,3262,1.0
p16.edf,13,170,2,336,3262,1.0
p16.edf,13,170,2,146,3262,1.0
p16.edf,13,170,1,429,3262,1.0
p16.edf,13,171,3,198,2578,1.0
p16.edf,13,171,1,90,2578,1.0
p16.edf,13,171,1,268,2578,1.0
p16.edf,13,171,1,390,2578,1.0
p16.edf,13,171,1,600,2578,1.0
p16.edf,13,171,2,780,2578,1.0
p16.edf,13,171,2,252,2578,1.0
p16.edf,13,172,3,179,2521,1.0
p16.edf,13,172,1,124,2521,1.0
p16.edf,13,172,1,438,2521,1.0
p16.edf,13,172,1,440,2521,1.0
p16.edf,13,172,2,482,2521,1.0
p16.edf,13,172,2,350,2521,1.0
p16.edf,13,172,2,508,2521,1.0
p16.edf,13,173,3,0,2521,1.0
p16.edf,13,173,2,318,2312,1.0
p16.edf,13,173,2,436,2312,1.0
p16.edf,13,173,1,460,2312,1.0
p16.edf,13,173,1,344,2312,1.0
p16.edf,13,173,1,156,2312,1.0
p16.edf,13,173,2,516,2312,1.0
p16.edf,13,173,2,82,2312,1.0
p16.edf,13,174,3,0,2312,1.0
p16.edf,13,174,2,240,5048,1.0
p16.edf,13,174,2,224,5048,1.0
p16.edf,13,174,2,246,5048,1.0
p16.edf,13,174,1,326,5048,1.0
p16.edf,13,174,1,256,5048,1.0
p16.edf,13,174,1,422,5048,1.0
p16.edf,13,174,1,358,5048,1.0
p16.edf,13,174,1,212,5048,1.0
p16.edf,13,174,1,116,5048,1.0
p16.edf,13,174,0,192,5048,1.0
p16.edf,13,174,1,276,5048,1.0
p16.edf,13,174,1,426,5048,1.0
p16.edf,13,174,1,432,5048,1.0
p16.edf,13,174,1,80,5048,1.0
p16.edf,13,174,1,236,5048,1.0
p16.edf,13,174,2,382,5048,1.0
p16.edf,13,174,2,330,5048,1.0
p16.edf,13,174,1,242,5048,1.0
p16.edf,13,174,1,52,5048,1.0
p16.edf,13,175,3,349,2326,1.0
p16.edf,13,175,1,668,2326,1.0
p16.edf,13,175,1,354,2326,1.0
p16.edf,13,175,1,98,2326,1.0
p16.edf,13,175,2,408,2326,1.0
p16.edf,13,175,2,356,2326,1.0
p16.edf,13,175,2,93,2326,1.0
p16.edf,13,176,3,181,2761,1.0
p16.edf,13,176,1,236,2761,1.0
p16.edf,13,176,1,264,2761,1.0
p16.edf,13,176,1,424,2761,1.0
p16.edf,13,176,2,384,2761,1.0
p16.edf,13,176,2,262,2761,1.0
p16.edf,13,176,2,372,2761,1.0
p16.edf,13,176,2,58,2761,1.0
p16.edf,13,176,1,472,2761,1.0
p16.edf,13,176,1,108,2761,1.0
p16.edf,13,177,3,0,2761,1.0
p16.edf,13,177,2,288,1701,1.0
p16.edf,13,177,2,166,1701,1.0
p16.edf,13,177,2,428,1701,1.0
p16.edf,13,177,1,456,1701,1.0
p16.edf,13,177,1,363,1701,1.0
p16.edf,13,178,3,0,1701,1.0
p16.edf,13,178,2,98,1430,1.0
p16.edf,13,178,2,222,1430,1.0
p16.edf,13,178,2,288,1430,1.0
p16.edf,13,178,1,222,1430,1.0
p16.edf,13,178,1,352,1430,1.0
p16.edf,13,178,1,248,1430,1.0
p16.edf,13,179,3,0,1430,1.0
p16.edf,13,179,2,100,2193,1.0
p16.edf,13,179,2,424,2193,1.0
p16.edf,13,179,2,352,2193,1.0
p16.edf,13,179,2,402,2193,1.0
p16.edf,13,179,1,398,2193,1.0
p16.edf,13,179,1,517,2193,1.0
p16.edf,13,180,3,0,2193,1.0
p16.edf,13,180,2,262,1634,1.0
p16.edf,13,180,2,346,1634,1.0
p16.edf,13,180,1,406,1634,1.0
p16.edf,13,180,1,230,1634,1.0
p16.edf,13,180,1,390,1634,1.0
p16.edf,13,181,3,0,1634,1.0
p16.edf,13,181,2,315,3721,1.0
p16.edf,13,181,2,324,3721,1.0
p16.edf,13,181,1,412,3721,1.0
p16.edf,13,181,1,530,3721,1.0
p16.edf,13,181,2,500,3721,1.0
p16.edf,13,181,2,210,3721,1.0
p16.edf,13,181,2,512,3721,1.0
p16.edf,13,181,2,298,3721,1.0
p16.edf,13,181,2,180,3721,1.0
p16.edf,13,181,1,170,3721,1.0
p16.edf,13,181,1,270,3721,1.0
p16.edf,13,182,3,0,3721,1.0
p16.edf,13,182,1,32,2321,1.0
p16.edf,13,182,2,200,2321,1.0
p16.edf,13,182,1,514,2321,1.0
p16.edf,13,182,1,350,2321,1.0
p16.edf,13,182,2,132,2321,1.0
p16.edf,13,182,2,250,2321,1.0
p16.edf,13,182,2,402,2321,1.0
p16.edf,13,182,1,400,2321,1.0
p16.edf,13,182,1,41,2321,1.0
p16.edf,13,183,3,0,2321,1.0
p16.edf,13,183,2,163,3127,1.0
p16.edf,13,183,1,488,3127,1.0
p16.edf,13,183,1,678,3127,1.0
p16.edf,13,183,1,328,3127,1.0
p16.edf,13,183,1,222,3127,1.0
p16.edf,13,183,1,440,3127,1.0
p16.edf,13,183,1,108,3127,1.0
p16.edf,13,183,2,646,3127,1.0
p16.edf,13,183,2,54,3127,1.0
p16.edf,13,184,3,877,3127,1.0
p16.edf,13,184,1,286,4937,1.0
p16.edf,13,184,1,306,4937,1.0
p16.edf,13,184,1,282,4937,1.0
p16.edf,13,184,2,130,4937,1.0
p16.edf,13,184,2,368,4937,1.0
p16.edf,13,184,2,274,4937,1.0
p16.edf,13,184,2,484,4937,1.0
p16.edf,13,184,2,386,4937,1.0
p16.edf,13,184,0,64,4937,1.0
p16.edf,13,184,0,258,4937,1.0
p16.edf,13,184,2,270,4937,1.0
p16.edf,13,184,2,270,4937,1.0
p16.edf,13,184,2,96,4937,1.0
p16.edf,13,184,2,52,4937,1.0
p16.edf,13,184,1,230,4937,1.0
p16.edf,13,184,1,304,4937,1.0
p16.edf,13,185,3,0,4937,1.0
p16.edf,13,185,2,281,1991,1.0
p16.edf,13,185,2,452,1991,1.0
p16.edf,13,185,1,442,1991,1.0
p16.edf,13,185,1,272,1991,1.0
p16.edf,13,185,2,544,1991,1.0
p16.edf,13,186,3,0,1991,1.0
p16.edf,13,186,2,93,1710,1.0
p16.edf,13,186,2,124,1710,1.0
p16.edf,13,186,2,222,1710,1.0
p16.edf,13,186,2,428,1710,1.0
p16.edf,13,186,1,530,1710,1.0
p16.edf,13,186,1,313,1710,1.0
p16.edf,13,187,3,0,1710,1.0
p16.edf,13,187,2,248,2766,1.0
p16.edf,13,187,1,366,2766,1.0
p16.edf,13,187,1,442,2766,1.0
p16.edf,13,187,1,510,2766,1.0
p16.edf,13,187,1,412,2766,1.0
p16.edf,13,187,2,108,2766,1.0
p16.edf,13,187,2,358,2766,1.0
p16.edf,13,187,1,322,2766,1.0
p16.edf,13,188,3,0,2766,1.0
p16.edf,13,188,2,213,1513,1.0
p16.edf,13,188,1,68,1513,1.0
p16.edf,13,188,1,422,1513,1.0
p16.edf,13,188,1,250,1513,1.0
p16.edf,13,188,1,182,1513,1.0
p16.edf,13,188,1,378,1513,1.0
p16.edf,13,189,3,50,1513,1.0
p16.edf,13,189,2,282,2012,1.0
p16.edf,13,189,2,390,2012,1.0
p16.edf,13,189,1,520,2012,1.0
p16.edf,13,189,1,280,2012,1.0
p16.edf,13,189,2,208,2012,1.0
p16.edf,13,189,2,282,2012,1.0
p16.edf,13,190,3,0,2012,1.0
p16.edf,13,190,2,65,4019,1.0
p16.edf,13,190,2,156,4019,1.0
p16.edf,13,190,2,392,4019,1.0
p16.edf,13,190,1,382,4019,1.0
p16.edf,13,190,1,476,4019,1.0
p16.edf,13,190,1,456,4019,1.0
p16.edf,13,190,1,982,4019,1.0
p16.edf,13,190,2,192,4019,1.0
p16.edf,13,190,2,244,4019,1.0
p16.edf,13,190,2,314,4019,1.0
p16.edf,13,190,1,360,4019,1.0
p16.edf,13,191,3,0,4019,1.0
p16.edf,13,191,2,5,2201,1.0
p16.edf,13,191,2,278,2201,1.0
p16.edf,13,191,2,208,2201,1.0
p16.edf,13,191,2,252,2201,1.0
p16.edf,13,191,1,558,2201,1.0
p16.edf,13,191,1,140,2201,1.0
p16.edf,13,191,1,356,2201,1.0
p16.edf,13,191,2,404,2201,1.0
p16.edf,13,192,3,261,2828,1.0
p16.edf,13,192,2,106,2828,1.0
p16.edf,13,192,1,138,2828,1.0
p16.edf,13,192,1,934,2828,1.0
p16.edf,13,192,1,322,2828,1.0
p16.edf,13,192,2,346,2828,1.0
p16.edf,13,192,2,236,2828,1.0
p16.edf,13,192,2,304,2828,1.0
p16.edf,13,192,1,181,2828,1.0
p16.edf,13,193,3,139,3757,1.0
p16.edf,13,193,1,248,3757,1.0
p16.edf,13,193,1,316,3757,1.0
p16.edf,13,193,1,440,3757,1.0
p16.edf,13,193,1,264,3757,1.0
p16.edf,13,193,2,382,3757,1.0
p16.edf,13,193,2,726,3757,1.0
p16.edf,13,193,2,106,3757,1.0
p16.edf,13,193,1,158,3757,1.0
p16.edf,13,193,1,222,3757,1.0
p16.edf,13,193,1,756,3757,1.0
p16.edf,13,194,3,45,1941,1.0
p16.edf,13,194,0,116,1941,1.0
p16.edf,13,194,1,952,1941,1.0
p16.edf,13,194,2,226,1941,1.0
p16.edf,13,194,2,126,1941,1.0
p16.edf,13,194,2,416,1941,1.0
p16.edf,13,194,2,60,1941,1.0
p16.edf,13,195,3,0,1941,1.0
p16.edf,13,195,2,220,2158,1.0
p16.edf,13,195,2,138,2158,1.0
p16.edf,13,195,2,480,2158,1.0
p16.edf,13,195,1,208,2158,1.0
p16.edf,13,195,1,194,2158,1.0
p16.edf,13,195,1,196,2158,1.0
p16.edf,13,195,1,122,2158,1.0
p16.edf,13,195,2,480,2158,1.0
p16.edf,13,195,2,120,2158,1.0
p16.edf,13,196,3,0,2158,1.0
p16.edf,13,196,2,208,2861,1.0
p16.edf,13,196,2,208,2861,1.0
p16.edf,13,196,2,344,2861,1.0
p16.edf,13,196,1,368,2861,1.0
p16.edf,13,196,1,300,2861,1.0
p16.edf,13,196,1,540,2861,1.0
p16.edf,13,196,1,412,2861,1.0
p16.edf,13,196,2,481,2861,1.0
p16.edf,13,197,3,0,2861,1.0
p16.edf,13,197,2,261,1471,1.0
p16.edf,13,197,2,448,1471,1.0
p16.edf,13,197,1,362,1471,1.0
p16.edf,13,197,1,400,1471,1.0
p16.edf,13,198,3,0,1471,1.0
p16.edf,13,198,2,242,2292,1.0
p16.edf,13,198,2,478,2292,1.0
p16.edf,13,198,1,174,2292,1.0
p16.edf,13,198,1,174,2292,1.0
p16.edf,13,198,1,570,2292,1.0
p16.edf,13,198,1,188,2292,1.0
p16.edf,13,198,2,280,2292,1.0
p16.edf,13,198,2,186,2292,1.0
p16.edf,13,199,3,0,2292,1.0
p16.edf,13,199,2,235,2536,1.0
p16.edf,13,199,2,468,2536,1.0
p16.edf,13,199,2,340,2536,1.0
p16.edf,13,199,1,212,2536,1.0
p16.edf,13,199,1,562,2536,1.0
p16.edf,13,199,2,146,2536,1.0
p16.edf,13,199,2,308,2536,1.0
p16.edf,13,199,2,265,2536,1.0
p16.edf,13,200,3,0,2536,2.0
p16.edf,13,200,2,155,3624,2.0
p16.edf,13,200,0,146,3624,2.0
p16.edf,13,200,0,356,3624,2.0
p16.edf,13,200,2,444,3624,2.0
p16.edf,13,200,2,568,3624,2.0
p16.edf,13,200,1,1106,3624,2.0
p16.edf,13,200,1,234,3624,2.0
p16.edf,13,200,1,184,3624,2.0
p16.edf,13,200,1,204,3624,2.0
p16.edf,13,200,1,227,3624,2.0
p16.edf,13,201,3,193,2872,2.0
p16.edf,13,201,1,126,2872,2.0
p16.edf,13,201,1,364,2872,2.0
p16.edf,13,201,1,520,2872,2.0
p16.edf,13,201,2,418,2872,2.0
p16.edf,13,201,2,358,2872,2.0
p16.edf,13,201,2,472,2872,2.0
p16.edf,13,201,2,310,2872,2.0
p16.edf,13,201,2,111,2872,2.0
p16.edf,13,202,3,45,1663,2.0
p16.edf,13,202,1,228,1663,2.0
p16.edf,13,202,1,592,1663,2.0
p16.edf,13,202,2,614,1663,2.0
p16.edf,13,202,2,184,1663,2.0
p16.edf,13,203,3,28,2138,2.0
p16.edf,13,203,0,288,2138,2.0
p16.edf,13,203,1,166,2138,2.0
p16.edf,13,203,1,374,2138,2.0
p16.edf,13,203,1,274,2138,2.0
p16.edf,13,203,2,454,2138,2.0
p16.edf,13,203,2,304,2138,2.0
p16.edf,13,203,2,250,2138,2.0
p16.edf,13,204,3,185,3166,2.0
p16.edf,13,204,1,342,3166,2.0
p16.edf,13,204,1,534,3166,2.0
p16.edf,13,204,2,840,3166,2.0
p16.edf,13,204,2,156,3166,2.0
p16.edf,13,204,2,132,3166,2.0
p16.edf,13,204,1,504,3166,2.0
p16.edf,13,204,2,473,3166,2.0
p16.edf,13,205,3,318,2659,2.0
p16.edf,13,205,2,302,2659,2.0
p16.edf,13,205,2,344,2659,2.0
p16.edf,13,205,2,440,2659,2.0
p16.edf,13,205,1,464,2659,2.0
p16.edf,13,205,1,246,2659,2.0
p16.edf,13,205,1,545,2659,2.0
p16.edf,13,206,3,0,2659,2.0
p16.edf,13,206,1,346,1862,2.0
p16.edf,13,206,1,410,1862,2.0
p16.edf,13,206,2,478,1862,2.0
p16.edf,13,206,2,282,1862,2.0
p16.edf,13,206,2,250,1862,2.0
p16.edf,13,206,2,96,1862,2.0
p16.edf,13,207,3,209,2777,2.0
p16.edf,13,207,1,570,2777,2.0
p16.edf,13,207,1,196,2777,2.0
p16.edf,13,207,2,428,2777,2.0
p16.edf,13,207,2,464,2777,2.0
p16.edf,13,207,2,420,2777,2.0
p16.edf,13,207,2,418,2777,2.0
p16.edf,13,207,2,72,2777,2.0
p16.edf,13,208,3,0,2777,2.0
p16.edf,13,208,1,11,4617,2.0
p16.edf,13,208,0,162,4617,2.0
p16.edf,13,208,1,134,4617,2.0
p16.edf,13,208,1,384,4617,2.0
p16.edf,13,208,1,352,4617,2.0
p16.edf,13,208,1,444,4617,2.0
p16.edf,13,208,2,110,4617,2.0
p16.edf,13,208,2,352,4617,2.0
p16.edf,13,208,2,360,4617,2.0
p16.edf,13,208,2,238,4617,2.0
p16.edf,13,208,2,176,4617,2.0
p16.edf,13,208,2,348,4617,2.0
p16.edf,13,208,1,188,4617,2.0
p16.edf,13,208,1,240,4617,2.0
p16.edf,13,208,1,196,4617,2.0
p16.edf,13,208,1,178,4617,2.0
p16.edf,13,208,1,214,4617,2.0
p16.edf,13,208,2,530,4617,2.0
p16.edf,13,209,3,17,4617,2.0
p16.edf,13,209,1,224,3374,2.0
p16.edf,13,209,1,134,3374,2.0
p16.edf,13,209,1,398,3374,2.0
p16.edf,13,209,2,674,3374,2.0
p16.edf,13,209,2,292,3374,2.0
p16.edf,13,209,1,198,3374,2.0
p16.edf,13,209,1,220,3374,2.0
p16.edf,13,209,1,418,3374,2.0
p16.edf,13,209,1,426,3374,2.0
p16.edf,13,209,1,373,3374,2.0
p16.edf,13,210,3,0,3374,2.0
p16.edf,13,210,1,198,2568,2.0
p16.edf,13,210,1,96,2568,2.0
p16.edf,13,210,1,322,2568,2.0
p16.edf,13,210,1,366,2568,2.0
p16.edf,13,210,2,122,2568,2.0
p16.edf,13,210,2,304,2568,2.0
p16.edf,13,210,2,606,2568,2.0
p16.edf,13,210,2,112,2568,2.0
p16.edf,13,210,1,442,2568,2.0
p16.edf,13,211,3,0,2568,2.0
p16.edf,13,211,1,56,2761,2.0
p16.edf,13,211,0,188,2761,2.0
p16.edf,13,211,1,426,2761,2.0
p16.edf,13,211,1,452,2761,2.0
p16.edf,13,211,1,368,2761,2.0
p16.edf,13,211,2,474,2761,2.0
p16.edf,13,211,2,548,2761,2.0
p16.edf,13,211,2,249,2761,2.0
p16.edf,13,212,3,327,3259,2.0
p16.edf,13,212,1,120,3259,2.0
p16.edf,13,212,1,456,3259,2.0
p16.edf,13,212,1,326,3259,2.0
p16.edf,13,212,2,122,3259,2.0
p16.edf,13,212,2,414,3259,2.0
p16.edf,13,212,2,432,3259,2.0
p16.edf,13,212,2,262,3259,2.0
p16.edf,13,212,2,378,3259,2.0
p16.edf,13,212,2,422,3259,2.0
p16.edf,13,213,3,0,3259,2.0
p16.edf,13,213,1,35,2754,2.0
p16.edf,13,213,1,152,2754,2.0
p16.edf,13,213,1,126,2754,2.0
p16.edf,13,213,1,362,2754,2.0
p16.edf,13,213,1,140,2754,2.0
p16.edf,13,213,2,516,2754,2.0
p16.edf,13,213,2,274,2754,2.0
p16.edf,13,213,2,132,2754,2.0
p16.edf,13,213,2,204,2754,2.0
p16.edf,13,213,1,172,2754,2.0
p16.edf,13,213,1,330,2754,2.0
p16.edf,13,213,1,311,2754,2.0
p16.edf,13,214,3,292,2407,2.0
p16.edf,13,214,1,160,2407,2.0
p16.edf,13,214,1,412,2407,2.0
p16.edf,13,214,1,316,2407,2.0
p16.edf,13,214,2,422,2407,2.0
p16.edf,13,214,2,304,2407,2.0
p16.edf,13,214,1,501,2407,2.0
p16.edf,13,215,3,0,2407,2.0
p16.edf,13,215,1,151,4312,2.0
p16.edf,13,215,1,162,4312,2.0
p16.edf,13,215,1,490,4312,2.0
p16.edf,13,215,1,188,4312,2.0
p16.edf,13,215,2,564,4312,2.0
p16.edf,13,215,1,442,4312,2.0
p16.edf,13,215,1,282,4312,2.0
p16.edf,13,215,1,252,4312,2.0
p16.edf,13,215,1,156,4312,2.0
p16.edf,13,215,2,394,4312,2.0
p16.edf,13,215,2,352,4312,2.0
p16.edf,13,215,2,394,4312,2.0
p16.edf,13,215,2,396,4312,2.0
p16.edf,13,215,2,89,4312,2.0
p16.edf,13,216,3,10,4312,2.0
p16.edf,13,216,2,200,3624,2.0
p16.edf,13,216,2,188,3624,2.0
p16.edf,13,216,1,492,3624,2.0
p16.edf,13,216,1,418,3624,2.0
p16.edf,13,216,1,340,3624,2.0
p16.edf,13,216,1,290,3624,2.0
p16.edf,13,216,1,140,3624,2.0
p16.edf,13,216,1,360,3624,2.0
p16.edf,13,216,1,218,3624,2.0
p16.edf,13,216,2,146,3624,2.0
p16.edf,13,216,2,372,3624,2.0
p16.edf,13,216,1,450,3624,2.0
p16.edf,13,217,3,0,3624,2.0
p16.edf,13,217,1,225,3939,2.0
p16.edf,13,217,1,136,3939,2.0
p16.edf,13,217,1,316,3939,2.0
p16.edf,13,217,1,434,3939,2.0
p16.edf,13,217,2,468,3939,2.0
p16.edf,13,217,2,290,3939,2.0
p16.edf,13,217,2,194,3939,2.0
p16.edf,13,217,2,366,3939,2.0
p16.edf,13,217,1,668,3939,2.0
p16.edf,13,217,1,286,3939,2.0
p16.edf,13,217,1,192,3939,2.0
p16.edf,13,217,1,186,3939,2.0
p16.edf,13,217,1,178,3939,2.0
p16.edf,13,218,3,0,3939,2.0
p16.edf,13,218,2,114,2407,2.0
p16.edf,13,218,1,110,2407,2.0
p16.edf,13,218,1,296,2407,2.0
p16.edf,13,218,1,386,2407,2.0
p16.edf,13,218,1,184,2407,2.0
p16.edf,13,218,2,372,2407,2.0
p16.edf,13,218,2,468,2407,2.0
p16.edf,13,218,2,394,2407,2.0
p16.edf,13,218,2,83,2407,2.0
p16.edf,13,219,3,93,1780,2.0
p16.edf,13,219,1,74,1780,2.0
p16.edf,13,219,1,368,1780,2.0
p16.edf,13,219,1,420,1780,2.0
p16.edf,13,219,2,448,1780,2.0
p16.edf,13,219,1,152,1780,2.0
p16.edf,13,219,1,148,1780,2.0
p16.edf,13,219,1,77,1780,2.0
p16.edf,13,220,3,210,2525,2.0
p16.edf,13,220,1,140,2525,2.0
p16.edf,13,220,1,348,2525,2.0
p16.edf,13,220,1,446,2525,2.0
p16.edf,13,220,2,404,2525,2.0
p16.edf,13,220,2,324,2525,2.0
p16.edf,13,220,1,224,2525,2.0
p16.edf,13,220,1,429,2525,2.0
p16.edf,13,221,3,0,2525,2.0
p16.edf,13,221,2,151,1833,2.0
p16.edf,13,221,1,368,1833,2.0
p16.edf,13,221,1,514,1833,2.0
p16.edf,13,221,1,316,1833,2.0
p16.edf,13,221,1,444,1833,2.0
p16.edf,13,221,1,40,1833,2.0
p16.edf,13,222,3,214,3869,2.0
p16.edf,13,222,1,358,3869,2.0
p16.edf,13,222,1,358,3869,2.0
p16.edf,13,222,1,110,3869,2.0
p16.edf,13,222,2,502,3869,2.0
p16.edf,13,222,2,216,3869,2.0
p16.edf,13,222,2,404,3869,2.0
p16.edf,13,222,2,264,3869,2.0
p16.edf,13,222,2,948,3869,2.0
p16.edf,13,222,1,495,3869,2.0
p16.edf,13,223,3,0,3869,2.0
p16.edf,13,223,2,163,1386,2.0
p16.edf,13,223,1,126,1386,2.0
p16.edf,13,223,1,294,1386,2.0
p16.edf,13,223,1,394,1386,2.0
p16.edf,13,223,1,409,1386,2.0
p16.edf,13,224,3,0,1386,2.0
p16.edf,13,224,2,9,2312,2.0
p16.edf,13,224,0,230,2312,2.0
p16.edf,13,224,1,248,2312,2.0
p16.edf,13,224,1,106,2312,2.0
p16.edf,13,224,1,422,2312,2.0
p16.edf,13,224,1,276,2312,2.0
p16.edf,13,224,2,134,2312,2.0
p16.edf,13,224,2,776,2312,2.0
p16.edf,13,224,2,111,2312,2.0
p16.edf,13,225,3,9,2880,2.0
p16.edf,13,225,2,514,2880,2.0
p16.edf,13,225,2,506,2880,2.0
p16.edf,13,225,2,144,2880,2.0
p16.edf,13,225,1,600,2880,2.0
p16.edf,13,225,1,334,2880,2.0
p16.edf,13,225,1,256,2880,2.0
p16.edf,13,225,2,517,2880,2.0
p16.edf,13,226,3,218,2177,2.0
p16.edf,13,226,1,74,2177,2.0
p16.edf,13,226,1,248,2177,2.0
p16.edf,13,226,1,440,2177,2.0
p16.edf,13,226,2,506,2177,2.0
p16.edf,13,226,2,442,2177,2.0
p16.edf,13,226,2,249,2177,2.0
p16.edf,13,227,3,198,3649,2.0
p16.edf,13,227,1,428,3649,2.0
p16.edf,13,227,1,384,3649,2.0
p16.edf,13,227,2,422,3649,2.0
p16.edf,13,227,2,390,3649,2.0
p16.edf,13,227,2,342,3649,2.0
p16.edf,13,227,2,128,3649,2.0
p16.edf,13,227,2,280,3649,2.0
p16.edf,13,227,1,174,3649,2.0
p16.edf,13,227,1,434,3649,2.0
p16.edf,13,227,2,469,3649,2.0
p16.edf,13,228,3,57,1952,2.0
p16.edf,13,228,1,140,1952,2.0
p16.edf,13,228,1,350,1952,2.0
p16.edf,13,228,1,190,1952,2.0
p16.edf,13,228,2,442,1952,2.0
p16.edf,13,228,2,400,1952,2.0
p16.edf,13,228,2,236,1952,2.0
p16.edf,13,228,2,137,1952,2.0
p16.edf,13,229,3,0,1952,2.0
p16.edf,13,229,1,71,3193,2.0
p16.edf,13,229,1,208,3193,2.0
p16.edf,13,229,1,172,3193,2.0
p16.edf,13,229,1,352,3193,2.0
p16.edf,13,229,2,586,3193,2.0
p16.edf,13,229,2,340,3193,2.0
p16.edf,13,229,2,370,3193,2.0
p16.edf,13,229,2,288,3193,2.0
p16.edf,13,229,2,184,3193,2.0
p16.edf,13,229,2,276,3193,2.0
p16.edf,13,229,2,346,3193,2.0
p16.edf,13,230,3,189,2475,2.0
p16.edf,13,230,1,548,2475,2.0
p16.edf,13,230,1,232,2475,2.0
p16.edf,13,230,2,566,2475,2.0
p16.edf,13,230,2,442,2475,2.0
p16.edf,13,230,1,376,2475,2.0
p16.edf,13,230,1,122,2475,2.0
p16.edf,13,231,3,0,2475,2.0
p16.edf,13,231,2,282,2149,2.0
p16.edf,13,231,2,268,2149,2.0
p16.edf,13,231,2,188,2149,2.0
p16.edf,13,231,1,468,2149,2.0
p16.edf,13,231,1,290,2149,2.0
p16.edf,13,231,2,653,2149,2.0
p16.edf,13,232,3,0,2149,2.0
p16.edf,13,232,2,19,1594,2.0
p16.edf,13,232,0,146,1594,2.0
p16.edf,13,232,1,536,1594,2.0
p16.edf,13,232,1,274,1594,2.0
p16.edf,13,232,1,306,1594,2.0
p16.edf,13,232,1,313,1594,2.0
p16.edf,13,233,3,0,1594,2.0
p16.edf,13,233,1,295,2011,2.0
p16.edf,13,233,1,448,2011,2.0
p16.edf,13,233,2,160,2011,2.0
p16.edf,13,233,2,330,2011,2.0
p16.edf,13,233,2,320,2011,2.0
p16.edf,13,233,2,458,2011,2.0
p16.edf,13,234,3,164,1903,2.0
p16.edf,13,234,1,90,1903,2.0
p16.edf,13,234,1,592,1903,2.0
p16.edf,13,234,1,220,1903,2.0
p16.edf,13,234,2,212,1903,2.0
p16.edf,13,234,2,625,1903,2.0
p16.edf,13,235,3,0,1903,2.0
p16.edf,13,235,1,103,2093,2.0
p16.edf,13,235,0,116,2093,2.0
p16.edf,13,235,1,442,2093,2.0
p16.edf,13,235,1,340,2093,2.0
p16.edf,13,235,2,384,2093,2.0
p16.edf,13,235,2,212,2093,2.0
p16.edf,13,235,1,496,2093,2.0
p16.edf,13,236,3,0,2093,2.0
p16.edf,13,236,1,57,1776,2.0
p16.edf,13,236,1,102,1776,2.0
p16.edf,13,236,1,290,1776,2.0
p16.edf,13,236,1,350,1776,2.0
p16.edf,13,236,2,430,1776,2.0
p16.edf,13,236,2,256,1776,2.0
p16.edf,13,236,2,216,1776,2.0
p16.edf,13,236,2,75,1776,2.0
p16.edf,13,237,3,11,2006,2.0
p16.edf,13,237,0,178,2006,2.0
p16.edf,13,237,1,210,2006,2.0
p16.edf,13,237,1,300,2006,2.0
p16.edf,13,237,1,312,2006,2.0
p16.edf,13,237,2,404,2006,2.0
p16.edf,13,237,2,288,2006,2.0
